Sample in Buffer,Sample in Window,TRIGGER,top_jesd204_inst/rx_data[255:0],top_jesd204_inst/rx_valid,top_jesd204_inst/sys_rst_n,top_jesd204_inst/rx_sync_0,top_jesd204_inst/sysref,top_jesd204_inst/rst_204
264,264,0,37a13421242185663ebe652227a1242124214038232195582321955809322421,1,0,1,1,0
265,265,0,38a13521252186663fbe662228a125212521413824219658242196580a322521,1,0,1,1,0
266,266,0,39a136212621876640be672229a126212621423825219758252197580b322621,1,0,1,1,0
267,267,0,3aa137212721886641be68222aa127212721433826219858262198580c322721,1,0,1,1,0
268,268,0,3ba138212821896642be69222ba128212821443827219958272199580d322821,1,0,1,1,0
269,269,0,3ca1392129218a6643be6a222ca129212921453828219a5828219a580e322921,1,0,1,1,0
270,270,0,3da13a212a218b6644be6b222da12a212a21463829219b5829219b580f322a21,1,0,1,0,0
271,271,0,3ea13b212b218c6645be6c222ea12b212b2147382a219c582a219c5810322b21,1,0,1,0,0
272,272,0,3fa13c212c218d6646be6d222fa12c212c2148382b219d582b219d5811322c21,1,0,1,0,0
273,273,0,40a13d212d218e6647be6e2230a12d212d2149382c219e582c219e5812322d21,1,0,1,0,0
274,274,0,41a13e212e218f6648be6f2231a12e212e214a382d219f582d219f5813322e21,1,0,1,0,0
275,275,0,42a13f212f21906649be702232a12f212f214b382e21a0582e21a05814322f21,1,0,1,0,0
276,276,0,43a14021302191664abe712233a1302130214c382f21a1582f21a15815323021,1,0,1,0,0
277,277,0,44a14121312192664bbe722234a1312131214d383021a2583021a25816323121,1,0,1,0,0
278,278,0,45a14221322193664cbe732235a1322132214e383121a3583121a35817323221,1,0,1,0,0
279,279,0,46a14321332194664dbe742236a1332133214f383221a4583221a45818323321,1,0,1,0,0
280,280,0,47a14421342195664ebe752237a13421342150383321a5583321a55819323421,1,0,1,0,0
281,281,0,48a14521352196664fbe762238a13521352151383421a6583421a6581a323521,1,0,1,0,0
282,282,0,49a146213621976650be772239a13621362152383521a7583521a7581b323621,1,0,1,0,0
283,283,0,4aa147213721986651be78223aa13721372153383621a8583621a8581c323721,1,0,1,0,0
284,284,0,4ba148213821996652be79223ba13821382154383721a9583721a9581d323821,1,0,1,0,0
285,285,0,4ca1492139219a6653be7a223ca13921392155383821aa583821aa581e323921,1,0,1,0,0
286,286,0,4da14a213a219b6654be7b223da13a213a2156383921ab583921ab581f323a21,1,0,1,0,0
287,287,0,4ea14b213b219c6655be7c223ea13b213b2157383a21ac583a21ac5820323b21,1,0,1,0,0
288,288,0,4fa14c213c219d6656be7d223fa13c213c2158383b21ad583b21ad5821323c21,1,0,1,0,0
289,289,0,50a14d213d219e6657be7e2240a13d213d2159383c21ae583c21ae5822323d21,1,0,1,0,0
290,290,0,51a14e213e219f6658be7f2241a13e213e215a383d21af583d21af5823323e21,1,0,1,0,0
291,291,0,52a14f213f21a06659be802242a13f213f215b383e21b0583e21b05824323f21,1,0,1,0,0
292,292,0,53a150214021a1665abe812243a1402140215c383f21b1583f21b15825324021,1,0,1,0,0
293,293,0,54a151214121a2665bbe822244a1412141215d384021b2584021b25826324121,1,0,1,0,0
294,294,0,55a152214221a3665cbe832245a1422142215e384121b3584121b35827324221,1,0,1,1,0
295,295,0,56a153214321a4665dbe842246a1432143215f384221b4584221b45828324321,1,0,1,1,0
296,296,0,57a154214421a5665ebe852247a14421442160384321b5584321b55829324421,1,0,1,1,0
297,297,0,58a155214521a6665fbe862248a14521452161384421b6584421b6582a324521,1,0,1,1,0
298,298,0,59a156214621a76660be872249a14621462162384521b7584521b7582b324621,1,0,1,1,0
299,299,0,5aa157214721a86661be88224aa14721472163384621b8584621b8582c324721,1,0,1,1,0
300,300,0,5ba158214821a96662be89224ba14821482164384721b9584721b9582d324821,1,0,1,1,0
301,301,0,5ca159214921aa6663be8a224ca14921492165384821ba584821ba582e324921,1,0,1,1,0
302,302,0,5da15a214a21ab6664be8b224da14a214a2166384921bb584921bb582f324a21,1,0,1,1,0
303,303,0,5ea15b214b21ac6665be8c224ea14b214b2167384a21bc584a21bc5830324b21,1,0,1,1,0
304,304,0,5fa15c214c21ad6666be8d224fa14c214c2168384b21bd584b21bd5831324c21,1,0,1,0,0
305,305,0,60a15d214d21ae6667be8e2250a14d214d2169384c21be584c21be5832324d21,1,0,1,0,0
306,306,0,61a15e214e21af6668be8f2251a14e214e216a384d21bf584d21bf5833324e21,1,0,1,0,0
307,307,0,62a15f214f21b06669be902252a14f214f216b384e21c0584e21c05834324f21,1,0,1,0,0
308,308,0,63a160215021b1666abe912253a1502150216c384f21c1584f21c15835325021,1,0,1,1,0
309,309,0,64a161215121b2666bbe922254a1512151216d385021c2585021c25836325121,1,0,1,1,0
310,310,0,65a162215221b3666cbe932255a1522152216e385121c3585121c35837325221,1,0,1,1,0
311,311,0,66a163215321b4666dbe942256a1532153216f385221c4585221c45838325321,1,0,1,1,0
312,312,0,67a164215421b5666ebe952257a15421542170385321c5585321c55839325421,1,0,1,1,0
313,313,0,68a165215521b6666fbe962258a15521552171385421c6585421c6583a325521,1,0,1,1,0
314,314,0,69a166215621b76670be972259a15621562172385521c7585521c7583b325621,1,0,1,1,0
315,315,0,6aa167215721b86671be98225aa15721572173385621c8585621c8583c325721,1,0,1,1,0
316,316,0,6ba168215821b96672be99225ba15821582174385721c9585721c9583d325821,1,0,1,1,0
317,317,0,6ca169215921ba6673be9a225ca15921592175385821ca585821ca583e325921,1,0,1,1,0
318,318,0,6da16a215a21bb6674be9b225da15a215a2176385921cb585921cb583f325a21,1,0,1,0,0
319,319,0,6ea16b215b21bc6675be9c225ea15b215b2177385a21cc585a21cc5840325b21,1,0,1,0,0
320,320,0,6fa16c215c21bd6676be9d225fa15c215c2178385b21cd585b21cd5841325c21,1,0,1,0,0
321,321,0,70a16d215d21be6677be9e2260a15d215d2179385c21ce585c21ce5842325d21,1,0,1,0,0
322,322,0,71a16e215e21bf6678be9f2261a15e215e217a385d21cf585d21cf5843325e21,1,0,1,0,0
323,323,0,72a16f215f21c06679bea02262a15f215f217b385e21d0585e21d05844325f21,1,0,1,0,0
324,324,0,73a170216021c1667abea12263a1602160217c385f21d1585f21d15845326021,1,0,1,0,0
325,325,0,74a171216121c2667bbea22264a1612161217d386021d2586021d25846326121,1,0,1,0,0
326,326,0,75a172216221c3667cbea32265a1622162217e386121d3586121d35847326221,1,0,1,0,0
327,327,0,76a173216321c4667dbea42266a1632163217f386221d4586221d45848326321,1,0,1,0,0
328,328,0,77a174216421c5667ebea52267a16421642180386321d5586321d55849326421,1,0,1,0,0
329,329,0,78a175216521c6667fbea62268a16521652181386421d6586421d6584a326521,1,0,1,0,0
330,330,0,79a176216621c76680bea72269a16621662182386521d7586521d7584b326621,1,0,1,0,0
331,331,0,7aa177216721c86681bea8226aa16721672183386621d8586621d8584c326721,1,0,1,0,0
332,332,0,7ba178216821c96682bea9226ba16821682184386721d9586721d9584d326821,1,0,1,0,0
333,333,0,7ca179216921ca6683beaa226ca16921692185386821da586821da584e326921,1,0,1,0,0
334,334,0,7da17a216a21cb6684beab226da16a216a2186386921db586921db584f326a21,1,0,1,0,0
335,335,0,7ea17b216b21cc6685beac226ea16b216b2187386a21dc586a21dc5850326b21,1,0,1,0,0
336,336,0,7fa17c216c21cd6686bead226fa16c216c2188386b21dd586b21dd5851326c21,1,0,1,0,0
337,337,0,80a17d216d21ce6687beae2270a16d216d2189386c21de586c21de5852326d21,1,0,1,0,0
338,338,0,81a17e216e21cf6688beaf2271a16e216e218a386d21df586d21df5853326e21,1,0,1,0,0
339,339,0,82a17f216f21d06689beb02272a16f216f218b386e21e0586e21e05854326f21,1,0,1,0,0
340,340,0,83a180217021d1668abeb12273a1702170218c386f21e1586f21e15855327021,1,0,1,0,0
341,341,0,84a181217121d2668bbeb22274a1712171218d387021e2587021e25856327121,1,0,1,0,0
342,342,0,85a182217221d3668cbeb32275a1722172218e387121e3587121e35857327221,1,0,1,1,0
343,343,0,86a183217321d4668dbeb42276a1732173218f387221e4587221e45858327321,1,0,1,1,0
344,344,0,87a184217421d5668ebeb52277a17421742190387321e5587321e55859327421,1,0,1,1,0
345,345,0,88a185217521d6668fbeb62278a17521752191387421e6587421e6585a327521,1,0,1,1,0
346,346,0,89a186217621d76690beb72279a17621762192387521e7587521e7585b327621,1,0,1,1,0
347,347,0,8aa187217721d86691beb8227aa17721772193387621e8587621e8585c327721,1,0,1,1,0
348,348,0,8ba188217821d96692beb9227ba17821782194387721e9587721e9585d327821,1,0,1,1,0
349,349,0,8ca189217921da6693beba227ca17921792195387821ea587821ea585e327921,1,0,1,1,0
350,350,0,8da18a217a21db6694bebb227da17a217a2196387921eb587921eb585f327a21,1,0,1,1,0
351,351,0,8ea18b217b21dc6695bebc227ea17b217b2197387a21ec587a21ec5860327b21,1,0,1,1,0
352,352,0,8fa18c217c21dd6696bebd227fa17c217c2198387b21ed587b21ed5861327c21,1,0,1,1,0
353,353,0,90a18d217d21de6697bebe2280a17d217d2199387c21ee587c21ee5862327d21,1,0,1,0,0
354,354,0,91a18e217e21df6698bebf2281a17e217e219a387d21ef587d21ef5863327e21,1,0,1,0,0
355,355,0,92a18f217f21e06699bec02282a17f217f219b387e21f0587e21f05864327f21,1,0,1,0,0
356,356,0,93a190218021e1669abec12283a1802180219c387f21f1587f21f15865328021,1,0,1,1,0
357,357,0,94a191218121e2669bbec22284a1812181219d388021f2588021f25866328121,1,0,1,1,0
358,358,0,95a192218221e3669cbec32285a1822182219e388121f3588121f35867328221,1,0,1,1,0
359,359,0,96a193218321e4669dbec42286a1832183219f388221f4588221f45868328321,1,0,1,1,0
360,360,0,97a194218421e5669ebec52287a184218421a0388321f5588321f55869328421,1,0,1,1,0
361,361,0,98a195218521e6669fbec62288a185218521a1388421f6588421f6586a328521,1,0,1,1,0
362,362,0,99a196218621e766a0bec72289a186218621a2388521f7588521f7586b328621,1,0,1,1,0
363,363,0,9aa197218721e866a1bec8228aa187218721a3388621f8588621f8586c328721,1,0,1,1,0
364,364,0,9ba198218821e966a2bec9228ba188218821a4388721f9588721f9586d328821,1,0,1,1,0
365,365,0,9ca199218921ea66a3beca228ca189218921a5388821fa588821fa586e328921,1,0,1,1,0
366,366,0,9da19a218a21eb66a4becb228da18a218a21a6388921fb588921fb586f328a21,1,0,1,0,0
367,367,0,9ea19b218b21ec66a5becc228ea18b218b21a7388a21fc588a21fc5870328b21,1,0,1,0,0
368,368,0,9fa19c218c21ed66a6becd228fa18c218c21a8388b21fd588b21fd5871328c21,1,0,1,0,0
369,369,0,a0a19d218d21ee66a7bece2290a18d218d21a9388c21fe588c21fe5872328d21,1,0,1,0,0
370,370,0,a1a19e218e21ef66a8becf2291a18e218e21aa388d21ff588d21ff5873328e21,1,0,1,0,0
371,371,0,a2a19f218f21f066a9bed02292a18f218f21ab388e2100598e21005974328f21,1,0,1,0,0
372,372,0,a3a1a0219021f166aabed12293a190219021ac388f2101598f21015975329021,1,0,1,0,0
373,373,0,a4a1a1219121f266abbed22294a191219121ad38902102599021025976329121,1,0,1,0,0
374,374,0,a5a1a2219221f366acbed32295a192219221ae38912103599121035977329221,1,0,1,0,0
375,375,0,a6a1a3219321f466adbed42296a193219321af38922104599221045978329321,1,0,1,0,0
376,376,0,a7a1a4219421f566aebed52297a194219421b038932105599321055979329421,1,0,1,0,0
377,377,0,a8a1a5219521f666afbed62298a195219521b13894210659942106597a329521,1,0,1,0,0
378,378,0,a9a1a6219621f766b0bed72299a196219621b23895210759952107597b329621,1,0,1,0,0
379,379,0,aaa1a7219721f866b1bed8229aa197219721b33896210859962108597c329721,1,0,1,0,0
380,380,0,aba1a8219821f966b2bed9229ba198219821b43897210959972109597d329821,1,0,1,0,0
381,381,0,aca1a9219921fa66b3beda229ca199219921b53898210a5998210a597e329921,1,0,1,0,0
382,382,0,ada1aa219a21fb66b4bedb229da19a219a21b63899210b5999210b597f329a21,1,0,1,0,0
383,383,0,aea1ab219b21fc66b5bedc229ea19b219b21b7389a210c599a210c5980329b21,1,0,1,0,0
384,384,0,afa1ac219c21fd66b6bedd229fa19c219c21b8389b210d599b210d5981329c21,1,0,1,0,0
385,385,0,b0a1ad219d21fe66b7bede22a0a19d219d21b9389c210e599c210e5982329d21,1,0,1,0,0
386,386,0,b1a1ae219e21ff66b8bedf22a1a19e219e21ba389d210f599d210f5983329e21,1,0,1,0,0
387,387,0,b2a1af219f210067b9bee022a2a19f219f21bb389e2110599e21105984329f21,1,0,1,0,0
388,388,0,b3a1b021a0210167babee122a3a1a021a021bc389f2111599f2111598532a021,1,0,1,0,0
389,389,0,b4a1b121a1210267bbbee222a4a1a121a121bd38a0211259a02112598632a121,1,0,1,0,0
390,390,0,b5a1b221a2210367bcbee322a5a1a221a221be38a1211359a12113598732a221,1,0,1,1,0
391,391,0,b6a1b321a3210467bdbee422a6a1a321a321bf38a2211459a22114598832a321,1,0,1,1,0
392,392,0,b7a1b421a4210567bebee522a7a1a421a421c038a3211559a32115598932a421,1,0,1,1,0
393,393,0,b8a1b521a5210667bfbee622a8a1a521a521c138a4211659a42116598a32a521,1,0,1,1,0
394,394,0,b9a1b621a6210767c0bee722a9a1a621a621c238a5211759a52117598b32a621,1,0,1,1,0
395,395,0,baa1b721a7210867c1bee822aaa1a721a721c338a6211859a62118598c32a721,1,0,1,1,0
396,396,0,bba1b821a8210967c2bee922aba1a821a821c438a7211959a72119598d32a821,1,0,1,1,0
397,397,0,bca1b921a9210a67c3beea22aca1a921a921c538a8211a59a8211a598e32a921,1,0,1,1,0
398,398,0,bda1ba21aa210b67c4beeb22ada1aa21aa21c638a9211b59a9211b598f32aa21,1,0,1,1,0
399,399,0,bea1bb21ab210c67c5beec22aea1ab21ab21c738aa211c59aa211c599032ab21,1,0,1,1,0
400,400,0,bfa1bc21ac210d67c6beed22afa1ac21ac21c838ab211d59ab211d599132ac21,1,0,1,0,0
401,401,0,c0a1bd21ad210e67c7beee22b0a1ad21ad21c938ac211e59ac211e599232ad21,1,0,1,1,0
402,402,0,c1a1be21ae210f67c8beef22b1a1ae21ae21ca38ad211f59ad211f599332ae21,1,0,1,0,0
403,403,0,c2a1bf21af211067c9bef022b2a1af21af21cb38ae212059ae2120599432af21,1,0,1,0,0
404,404,0,c3a1c021b0211167cabef122b3a1b021b021cc38af212159af2121599532b021,1,0,1,1,0
405,405,0,c4a1c121b1211267cbbef222b4a1b121b121cd38b0212259b02122599632b121,1,0,1,1,0
406,406,0,c5a1c221b2211367ccbef322b5a1b221b221ce38b1212359b12123599732b221,1,0,1,1,0
407,407,0,c6a1c321b3211467cdbef422b6a1b321b321cf38b2212459b22124599832b321,1,0,1,1,0
408,408,0,c7a1c421b4211567cebef522b7a1b421b421d038b3212559b32125599932b421,1,0,1,1,0
409,409,0,c8a1c521b5211667cfbef622b8a1b521b521d138b4212659b42126599a32b521,1,0,1,1,0
410,410,0,c9a1c621b6211767d0bef722b9a1b621b621d238b5212759b52127599b32b621,1,0,1,1,0
411,411,0,caa1c721b7211867d1bef822baa1b721b721d338b6212859b62128599c32b721,1,0,1,1,0
412,412,0,cba1c821b8211967d2bef922bba1b821b821d438b7212959b72129599d32b821,1,0,1,1,0
413,413,0,cca1c921b9211a67d3befa22bca1b921b921d538b8212a59b8212a599e32b921,1,0,1,1,0
414,414,0,cda1ca21ba211b67d4befb22bda1ba21ba21d638b9212b59b9212b599f32ba21,1,0,1,0,0
415,415,0,cea1cb21bb211c67d5befc22bea1bb21bb21d738ba212c59ba212c59a032bb21,1,0,1,0,0
416,416,0,cfa1cc21bc211d67d6befd22bfa1bc21bc21d838bb212d59bb212d59a132bc21,1,0,1,0,0
417,417,0,d0a1cd21bd211e67d7befe22c0a1bd21bd21d938bc212e59bc212e59a232bd21,1,0,1,0,0
418,418,0,d1a1ce21be211f67d8beff22c1a1be21be21da38bd212f59bd212f59a332be21,1,0,1,0,0
419,419,0,d2a1cf21bf212067d9be0023c2a1bf21bf21db38be213059be213059a432bf21,1,0,1,0,0
420,420,0,d3a1d021c0212167dabe0123c3a1c021c021dc38bf213159bf213159a532c021,1,0,1,0,0
421,421,0,d4a1d121c1212267dbbe0223c4a1c121c121dd38c0213259c0213259a632c121,1,0,1,0,0
422,422,0,d5a1d221c2212367dcbe0323c5a1c221c221de38c1213359c1213359a732c221,1,0,1,0,0
423,423,0,d6a1d321c3212467ddbe0423c6a1c321c321df38c2213459c2213459a832c321,1,0,1,0,0
424,424,0,d7a1d421c4212567debe0523c7a1c421c421e038c3213559c3213559a932c421,1,0,1,0,0
425,425,0,d8a1d521c5212667dfbe0623c8a1c521c521e138c4213659c4213659aa32c521,1,0,1,0,0
426,426,0,d9a1d621c6212767e0be0723c9a1c621c621e238c5213759c5213759ab32c621,1,0,1,0,0
427,427,0,daa1d721c7212867e1be0823caa1c721c721e338c6213859c6213859ac32c721,1,0,1,0,0
428,428,0,dba1d821c8212967e2be0923cba1c821c821e438c7213959c7213959ad32c821,1,0,1,0,0
429,429,0,dca1d921c9212a67e3be0a23cca1c921c921e538c8213a59c8213a59ae32c921,1,0,1,0,0
430,430,0,dda1da21ca212b67e4be0b23cda1ca21ca21e638c9213b59c9213b59af32ca21,1,0,1,0,0
431,431,0,dea1db21cb212c67e5be0c23cea1cb21cb21e738ca213c59ca213c59b032cb21,1,0,1,0,0
432,432,0,dfa1dc21cc212d67e6be0d23cfa1cc21cc21e838cb213d59cb213d59b132cc21,1,0,1,0,0
433,433,0,e0a1dd21cd212e67e7be0e23d0a1cd21cd21e938cc213e59cc213e59b232cd21,1,0,1,0,0
434,434,0,e1a1de21ce212f67e8be0f23d1a1ce21ce21ea38cd213f59cd213f59b332ce21,1,0,1,0,0
435,435,0,e2a1df21cf213067e9be1023d2a1cf21cf21eb38ce214059ce214059b432cf21,1,0,1,0,0
436,436,0,e3a1e021d0213167eabe1123d3a1d021d021ec38cf214159cf214159b532d021,1,0,1,0,0
437,437,0,e4a1e121d1213267ebbe1223d4a1d121d121ed38d0214259d0214259b632d121,1,0,1,0,0
438,438,0,e5a1e221d2213367ecbe1323d5a1d221d221ee38d1214359d1214359b732d221,1,0,1,1,0
439,439,0,e6a1e321d3213467edbe1423d6a1d321d321ef38d2214459d2214459b832d321,1,0,1,1,0
440,440,0,e7a1e421d4213567eebe1523d7a1d421d421f038d3214559d3214559b932d421,1,0,1,1,0
441,441,0,e8a1e521d5213667efbe1623d8a1d521d521f138d4214659d4214659ba32d521,1,0,1,1,0
442,442,0,e9a1e621d6213767f0be1723d9a1d621d621f238d5214759d5214759bb32d621,1,0,1,1,0
443,443,0,eaa1e721d7213867f1be1823daa1d721d721f338d6214859d6214859bc32d721,1,0,1,1,0
444,444,0,eba1e821d8213967f2be1923dba1d821d821f438d7214959d7214959bd32d821,1,0,1,1,0
445,445,0,eca1e921d9213a67f3be1a23dca1d921d921f538d8214a59d8214a59be32d921,1,0,1,1,0
446,446,0,eda1ea21da213b67f4be1b23dda1da21da21f638d9214b59d9214b59bf32da21,1,0,1,1,0
447,447,0,eea1eb21db213c67f5be1c23dea1db21db21f738da214c59da214c59c032db21,1,0,1,1,0
448,448,0,efa1ec21dc213d67f6be1d23dfa1dc21dc21f838db214d59db214d59c132dc21,1,0,1,1,0
449,449,0,f0a1ed21dd213e67f7be1e23e0a1dd21dd21f938dc214e59dc214e59c232dd21,1,0,1,1,0
450,450,0,f1a1ee21de213f67f8be1f23e1a1de21de21fa38dd214f59dd214f59c332de21,1,0,1,0,0
451,451,0,f2a1ef21df214067f9be2023e2a1df21df21fb38de215059de215059c432df21,1,0,1,0,0
452,452,0,f3a1f021e0214167fabe2123e3a1e021e021fc38df215159df215159c532e021,1,0,1,1,0
453,453,0,f4a1f121e1214267fbbe2223e4a1e121e121fd38e0215259e0215259c632e121,1,0,1,1,0
454,454,0,f5a1f221e2214367fcbe2323e5a1e221e221fe38e1215359e1215359c732e221,1,0,1,1,0
455,455,0,f6a1f321e3214467fdbe2423e6a1e321e321ff38e2215459e2215459c832e321,1,0,1,1,0
456,456,0,f7a1f421e4214567febe2523e7a1e421e4210039e3215559e3215559c932e421,1,0,1,1,0
457,457,0,f8a1f521e5214667ffbe2623e8a1e521e5210139e4215659e4215659ca32e521,1,0,1,1,0
458,458,0,f9a1f621e621476700bf2723e9a1e621e6210239e5215759e5215759cb32e621,1,0,1,1,0
459,459,0,faa1f721e721486701bf2823eaa1e721e7210339e6215859e6215859cc32e721,1,0,1,1,0
460,460,0,fba1f821e821496702bf2923eba1e821e8210439e7215959e7215959cd32e821,1,0,1,1,0
461,461,0,fca1f921e9214a6703bf2a23eca1e921e9210539e8215a59e8215a59ce32e921,1,0,1,1,0
462,462,0,fda1fa21ea214b6704bf2b23eda1ea21ea210639e9215b59e9215b59cf32ea21,1,0,1,0,0
463,463,0,fea1fb21eb214c6705bf2c23eea1eb21eb210739ea215c59ea215c59d032eb21,1,0,1,0,0
464,464,0,ffa1fc21ec214d6706bf2d23efa1ec21ec210839eb215d59eb215d59d132ec21,1,0,1,0,0
465,465,0,00a2fd21ed214e6707bf2e23f0a1ed21ed210939ec215e59ec215e59d232ed21,1,0,1,0,0
466,466,0,01a2fe21ee214f6708bf2f23f1a1ee21ee210a39ed215f59ed215f59d332ee21,1,0,1,0,0
467,467,0,02a2ff21ef21506709bf3023f2a1ef21ef210b39ee216059ee216059d432ef21,1,0,1,0,0
468,468,0,03a20022f02151670abf3123f3a1f021f0210c39ef216159ef216159d532f021,1,0,1,0,0
469,469,0,04a20122f12152670bbf3223f4a1f121f1210d39f0216259f0216259d632f121,1,0,1,0,0
470,470,0,05a20222f22153670cbf3323f5a1f221f2210e39f1216359f1216359d732f221,1,0,1,0,0
471,471,0,06a20322f32154670dbf3423f6a1f321f3210f39f2216459f2216459d832f321,1,0,1,0,0
472,472,0,07a20422f42155670ebf3523f7a1f421f4211039f3216559f3216559d932f421,1,0,1,0,0
473,473,0,08a20522f52156670fbf3623f8a1f521f5211139f4216659f4216659da32f521,1,0,1,0,0
474,474,0,09a20622f621576710bf3723f9a1f621f6211239f5216759f5216759db32f621,1,0,1,0,0
475,475,0,0aa20722f721586711bf3823faa1f721f7211339f6216859f6216859dc32f721,1,0,1,0,0
476,476,0,0ba20822f821596712bf3923fba1f821f8211439f7216959f7216959dd32f821,1,0,1,0,0
477,477,0,0ca20922f9215a6713bf3a23fca1f921f9211539f8216a59f8216a59de32f921,1,0,1,0,0
478,478,0,0da20a22fa215b6714bf3b23fda1fa21fa211639f9216b59f9216b59df32fa21,1,0,1,0,0
479,479,0,0ea20b22fb215c6715bf3c23fea1fb21fb211739fa216c59fa216c59e032fb21,1,0,1,0,0
480,480,0,0fa20c22fc215d6716bf3d23ffa1fc21fc211839fb216d59fb216d59e132fc21,1,0,1,0,0
481,481,0,10a20d22fd215e6717bf3e2300a2fd21fd211939fc216e59fc216e59e232fd21,1,0,1,0,0
482,482,0,11a20e22fe215f6718bf3f2301a2fe21fe211a39fd216f59fd216f59e332fe21,1,0,1,0,0
483,483,0,12a20f22ff21606719bf402302a2ff21ff211b39fe217059fe217059e432ff21,1,0,1,0,0
484,484,0,13a21022002261671abf412303a2002200221c39ff217159ff217159e5320022,1,0,1,0,0
485,485,0,14a21122012262671bbf422304a2012201221d390022725900227259e6320122,1,0,1,0,0
486,486,0,15a21222022263671cbf432305a2022202221e390122735901227359e7320222,1,0,1,1,0
487,487,0,16a21322032264671dbf442306a2032203221f390222745902227459e8320322,1,0,1,1,0
488,488,0,17a21422042265671ebf452307a20422042220390322755903227559e9320422,1,0,1,1,0
489,489,0,18a21522052266671fbf462308a20522052221390422765904227659ea320522,1,0,1,1,0
490,490,0,19a216220622676720bf472309a20622062222390522775905227759eb320622,1,0,1,1,0
491,491,0,1aa217220722686721bf48230aa20722072223390622785906227859ec320722,1,0,1,1,0
492,492,0,1ba218220822696722bf49230ba20822082224390722795907227959ed320822,1,0,1,1,0
493,493,0,1ca2192209226a6723bf4a230ca209220922253908227a5908227a59ee320922,1,0,1,1,0
494,494,0,1da21a220a226b6724bf4b230da20a220a22263909227b5909227b59ef320a22,1,0,1,1,0
495,495,0,1ea21b220b226c6725bf4c230ea20b220b2227390a227c590a227c59f0320b22,1,0,1,1,0
496,496,0,1fa21c220c226d6726bf4d230fa20c220c2228390b227d590b227d59f1320c22,1,0,1,1,0
497,497,0,20a21d220d226e6727bf4e2310a20d220d2229390c227e590c227e59f2320d22,1,0,1,1,0
498,498,0,21a21e220e226f6728bf4f2311a20e220e222a390d227f590d227f59f3320e22,1,0,1,0,0
499,499,0,22a21f220f22706729bf502312a20f220f222b390e2280590e228059f4320f22,1,0,1,1,0
500,500,0,23a22022102271672abf512313a2102210222c390f2281590f228159f5321022,1,0,1,1,0
501,501,0,24a22122112272672bbf522314a2112211222d391022825910228259f6321122,1,0,1,1,0
502,502,0,25a22222122273672cbf532315a2122212222e391122835911228359f7321222,1,0,1,1,0
503,503,0,26a22322132274672dbf542316a2132213222f391222845912228459f8321322,1,0,1,1,0
504,504,0,27a22422142275672ebf552317a21422142230391322855913228559f9321422,1,0,1,1,0
505,505,0,28a22522152276672fbf562318a21522152231391422865914228659fa321522,1,0,1,1,0
506,506,0,29a226221622776730bf572319a21622162232391522875915228759fb321622,1,0,1,1,0
507,507,0,2aa227221722786731bf58231aa21722172233391622885916228859fc321722,1,0,1,1,0
508,508,0,2ba228221822796732bf59231ba21822182234391722895917228959fd321822,1,0,1,1,0
509,509,0,2ca2292219227a6733bf5a231ca219221922353918228a5918228a59fe321922,1,0,1,1,0
510,510,0,2da22a221a227b6734bf5b231da21a221a22363919228b5919228b59ff321a22,1,0,1,0,0
511,511,0,2ea22b221b227c6735bf5c231ea21b221b2237391a228c591a228c5900331b22,1,0,1,0,0
512,512,1,2fa22c221c227d6736bf5d231fa21c221c2238391b228d591b228d5901331c22,1,0,1,0,0
513,513,0,30a22d221d227e6737bf5e2320a21d221d2239391c228e591c228e5902331d22,1,0,1,0,0
514,514,0,31a22e221e227f6738bf5f2321a21e221e223a391d228f591d228f5903331e22,1,0,1,0,0
515,515,0,32a22f221f22806739bf602322a21f221f223b391e2290591e22905904331f22,1,0,1,0,0
516,516,0,33a23022202281673abf612323a2202220223c391f2291591f22915905332022,1,0,1,0,0
517,517,0,34a23122212282673bbf622324a2212221223d39202292592022925906332122,1,0,1,0,0
518,518,0,35a23222222283673cbf632325a2222222223e39212293592122935907332222,1,0,1,0,0
519,519,0,36a23322232284673dbf642326a2232223223f39222294592222945908332322,1,0,1,0,0
520,520,0,37a23422242285673ebf652327a2242224224039232295592322955909332422,1,0,1,0,0
521,521,0,38a23522252286673fbf662328a225222522413924229659242296590a332522,1,0,1,0,0
522,522,0,39a236222622876740bf672329a226222622423925229759252297590b332622,1,0,1,0,0
523,523,0,3aa237222722886741bf68232aa227222722433926229859262298590c332722,1,0,1,0,0
524,524,0,3ba238222822896742bf69232ba228222822443927229959272299590d332822,1,0,1,0,0
525,525,0,3ca2392229228a6743bf6a232ca229222922453928229a5928229a590e332922,1,0,1,0,0
526,526,0,3da23a222a228b6744bf6b232da22a222a22463929229b5929229b590f332a22,1,0,1,0,0
527,527,0,3ea23b222b228c6745bf6c232ea22b222b2247392a229c592a229c5910332b22,1,0,1,0,0
528,528,0,3fa23c222c228d6746bf6d232fa22c222c2248392b229d592b229d5911332c22,1,0,1,0,0
529,529,0,40a23d222d228e6747bf6e2330a22d222d2249392c229e592c229e5912332d22,1,0,1,0,0
530,530,0,41a23e222e228f6748bf6f2331a22e222e224a392d229f592d229f5913332e22,1,0,1,0,0
531,531,0,42a23f222f22906749bf702332a22f222f224b392e22a0592e22a05914332f22,1,0,1,0,0
532,532,0,43a24022302291674abf712333a2302230224c392f22a1592f22a15915333022,1,0,1,0,0
