Sample in Buffer,Sample in Window,TRIGGER,design_1_wrapper_inst/design_1_i/system_ila_0/inst/SLOT_0_JESD204_RX_BUS_rxcharisk_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_0/inst/SLOT_0_JESD204_RX_BUS_rxdata_1[31:0],design_1_wrapper_inst/design_1_i/system_ila_0/inst/SLOT_0_JESD204_RX_BUS_rxdisperr_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_0/inst/SLOT_0_JESD204_RX_BUS_rxnotintable_1[3:0]
691,691,0,0000,b233b788,0,0
692,692,0,0000,e0f5afa9,0,0
693,693,0,0000,8389403c,0,0
694,694,0,0000,3fbe0a35,0,0
695,695,0,0000,061b8184,0,0
696,696,0,0000,7cdc155a,0,0
697,697,0,0000,3fb60ac9,0,0
698,698,0,0000,05bb81b4,0,0
699,699,0,0000,4f5c1d9a,0,0
700,700,0,0000,c3b5a0c9,0,0
701,701,0,0000,358b89bc,0,0
702,702,0,0000,879fbe3a,0,0
703,703,0,0000,69861341,0,0
704,704,0,0000,357f7615,0,0
705,705,0,0000,840fbe02,0,0
706,706,0,0000,52c61821,0,0
707,707,0,0000,637cef95,0,0
708,708,0,0000,bc374a09,0,0
709,709,0,0000,39a58bb1,0,0
710,710,0,0000,7ac794de,0,0
711,711,0,0000,436a1f93,0,0
712,712,0,0000,3a0d8b7d,0,0
713,713,0,0000,4ae79c2e,0,0
714,714,0,0000,8ce9bd53,0,0
715,715,0,0000,f63e2975,0,0
716,716,0,0000,b2143786,0,0
717,717,0,0000,ee19ad7b,0,0
718,718,0,0000,5cf96554,0,0
719,719,0,0000,b170c817,0,0
720,720,0,0000,d6c9a623,0,0
721,721,0,0000,31baf7b4,0,0
722,722,0,0000,df4ba59c,0,0
723,723,0,0000,8592c1b8,0,0
724,724,0,0000,43621f6f,0,0
725,725,0,0000,39ad8b4d,0,0
726,726,0,0000,796794ee,0,0
727,727,0,0000,70ea1753,0,0
728,728,0,0000,c60e217d,0,0
729,729,0,0000,7ad79426,0,0
730,730,0,0000,442a1ef3,0,0
731,731,0,0000,5c0d9afd,0,0
732,732,0,0000,b2e0c82f,0,0
733,733,0,0000,ed89ad43,0,0
734,734,0,0000,67b96e34,0,0
735,735,0,0000,e7735197,0,0
736,736,0,0000,eef15228,0,0
737,737,0,0000,5ad96424,0,0
738,738,0,0000,c6f0ded7,0,0
739,739,0,0000,7acf9422,0,0
740,740,0,0000,40ca1fa3,0,0
741,741,0,0000,098d83bd,0,0
742,742,0,0000,b6e4362e,0,0
743,743,0,0000,bcd9b55b,0,0
744,744,0,0000,3efd8ad5,0,0
745,745,0,0000,1827840e,0,0
746,746,0,0000,eeed52d2,0,0
747,747,0,0000,5f69656c,0,0
748,748,0,0000,8a30c377,0,0
749,749,0,0000,80ca3fa3,0,0
750,750,0,0000,098203bf,0,0
751,751,0,0000,b428360c,0,0
752,752,0,0000,9c29baf3,0,0
753,753,0,0000,bc3f4af5,0,0
754,754,0,0000,3a058b81,0,0
755,755,0,0000,49479c1e,0,0
756,756,0,0000,bf69b593,0,0
757,757,0,0000,0a3d8375,0,0
758,758,0,0000,82243f8e,0,0
759,759,0,0000,26da0edb,0,0
760,760,0,0000,f6cad6dc,0,0
761,761,0,0000,b18437be,0,0
762,762,0,0000,d559a61b,0,0
763,763,0,0000,0afafcd4,0,0
764,764,0,0000,89483c1c,0,0
765,765,0,0000,bdaa35b3,0,0
766,766,0,0000,28018cff,0,0
767,767,0,0000,2016f006,0,0
768,768,0,0000,863ac174,0,0
769,769,0,0000,7342179f,0,0
770,770,0,0000,f62e298d,0,0
771,771,0,0000,b55436e6,0,0
772,772,0,0000,8819bcfb,0,0
773,773,0,0000,a4fe3155,0,0
774,774,0,0000,d010d807,0,0
775,775,0,0000,474ee162,0,0
776,776,0,0000,64dd91a5,0,0
777,777,0,0000,dfa35acf,0,0
778,778,0,0000,83b2c0c8,0,0
779,779,0,0000,34e209af,0,0
780,780,0,0000,95abb94c,0,0
781,781,0,0000,08177cf9,0,0
782,782,0,0000,a62c3172,0,0
783,783,0,0000,f578d6eb,0,0
784,784,0,0000,856c3e12,0,0
785,785,0,0000,437a1f6b,0,0
786,786,0,0000,3d4d8a1d,0,0
787,787,0,0000,2ce78dae,0,0
788,788,0,0000,74eee952,0,0
789,789,0,0000,975e3965,0,0
790,790,0,0000,239370c7,0,0
791,791,0,0000,bb7ecb6a,0,0
792,792,0,0000,5c119a07,0,0
793,793,0,0000,b750c967,0,0
794,794,0,0000,a149b0e3,0,0
795,795,0,0000,9dbcc5b5,0,0
796,796,0,0000,ae3b4d8b,0,0
797,797,0,0000,5354e799,0,0
798,798,0,0000,7014e8f9,0,0
799,799,0,0000,c6162179,0,0
800,800,0,0000,7e379576,0,0
801,801,0,0000,11aa07b3,0,0
802,802,0,0001,580964fc,0,0
803,803,0,0000,e3b0d037,0,0
804,804,0,0000,b4cd49a2,0,0
805,805,0,0000,98edbbad,0,0
806,806,0,0000,e76f516d,0,0
807,807,0,0000,eb415360,0,0
808,808,0,0000,16197984,0,0
809,809,0,0000,3cf57556,0,0
810,810,0,0000,3387883e,0,0
811,811,0,0000,fd6faa12,0,0
812,812,0,0000,23400f60,0,0
813,813,0,0000,b602c980,0,0
814,814,0,0000,b821b40f,0,0
815,815,0,0000,6f9d92c5,0,0
816,816,0,0000,49a3634f,0,0
817,817,0,0000,bbb9b4cb,0,0
818,818,0,0000,577d9995,0,0
819,819,0,0000,2c20f20f,0,0
820,820,0,0000,7f82eac0,0,0
821,821,0,0000,0c2e020d,0,0
822,822,0,0000,fd582ae4,0,0
823,823,0,0000,2aec0cd2,0,0
824,824,0,0000,0f72fd68,0,0
825,825,0,0000,cee8222c,0,0
826,826,0,0000,de2fa572,0,0
827,827,0,0000,9542c6e0,0,0
828,828,0,0000,0e237d8f,0,0
829,829,0,0000,d7bc26ca,0,0
830,830,0,0000,263ef18a,0,0
831,831,0,0000,f21ad784,0,0
832,832,0,0000,ecc42d5e,0,0
833,833,0,0000,7b5d6b9a,0,0
834,834,0,0000,53a218cf,0,0
835,835,0,0000,73ace8cd,0,0
836,836,0,0000,f17628e9,0,0
837,837,0,0000,d7b42636,0,0
838,838,0,0000,259ef1ba,0,0
839,839,0,0000,c19adf44,0,0
840,840,0,0000,10c7875e,0,0
841,841,0,0000,4b6d6392,0,0
842,842,0,0000,9b61bb6f,0,0
843,843,0,0000,d99f5b45,0,0
844,844,0,0000,f182d740,0,0
845,845,0,0000,d424260e,0,0
846,846,0,0000,1edefada,0,0
847,847,0,0000,979946c4,0,0
848,848,0,0000,28ff7355,0,0
849,849,0,0000,200ef002,0,0
850,850,0,0000,82dac024,0,0
851,851,0,0000,26c20edf,0,0
852,852,0,0000,f22ad78c,0,0
853,853,0,0000,e4042efe,0,0
854,854,0,0000,d15d581a,0,0
855,855,0,0000,5baae4cc,0,0
856,856,0,0000,d00cd8fd,0,0
857,857,0,0000,42fee02a,0,0
858,858,0,0000,281d8c05,0,0
859,859,0,0000,25a6f14e,0,0
860,860,0,0000,cafadcd4,0,0
861,861,0,0000,8947bc1e,0,0
862,862,0,0000,bf663591,0,0
863,863,0,0000,08f18357,0,0
864,864,0,0000,a2d43026,0,0
865,865,0,0000,a418cefb,0,0
866,866,0,0000,d4e8d953,0,0
867,867,0,0000,162ef972,0,0
868,868,0,0000,355976e4,0,0
869,869,0,0000,8af7bcd6,0,0
870,870,0,0000,8ba63c31,0,0
871,871,0,0000,92f238d7,0,0
872,872,0,0000,6ae36c2f,0,0
873,873,0,0000,0dbb7d4b,0,0
874,874,0,0000,ef5c2d9a,0,0
875,875,0,0000,43bd60ca,0,0
876,876,0,0000,3621898f,0,0
877,877,0,0000,b797b6c6,0,0
878,878,0,0000,aa25b371,0,0
879,879,0,0000,06ccfedd,0,0
880,880,0,0000,70f017a8,0,0
881,881,0,0000,c2c62021,0,0
882,882,0,0000,23778f96,0,0
883,883,0,0000,bfaeca32,0,0
884,884,0,0000,015180e7,0,0
885,885,0,0000,195404e6,0,0
886,886,0,0000,f81154f8,0,0
887,887,0,0000,67581164,0,0
888,888,0,0000,e2e750d1,0,0
889,889,0,0000,ace14d50,0,0
890,890,0,0000,759ce945,0,0
891,891,0,0000,81b63f49,0,0
892,892,0,0000,1db205b7,0,0
893,893,0,0000,ace94dac,0,0
894,894,0,0000,763ce975,0,0
895,895,0,0000,b2363789,0,0
896,896,0,0000,e1b1afb7,0,0
897,897,0,0000,9cd945a4,0,0
898,898,0,0000,beff4ad5,0,0
899,899,0,0000,18058401,0,0
900,900,0,0000,e145501e,0,0
901,901,0,0000,9f49459c,0,0
902,902,0,0000,85bf41b5,0,0
903,903,0,0000,4e061d81,0,0
904,904,0,0000,d97da415,0,0
905,905,0,0000,f42ad60c,0,0
906,906,0,0000,9c043afe,0,0
907,907,0,0000,b15b481b,0,0
908,908,0,0000,dad5a4d9,0,0
909,909,0,0000,c40adefc,0,0
910,910,0,0000,5387983e,0,0
911,911,0,0000,7d68ea13,0,0
912,912,0,0000,22260f71,0,0
913,913,0,0000,a6faced4,0,0
914,914,0,0000,f940d41f,0,0
915,915,0,0000,7e0c1582,0,0
916,916,0,0000,1af60429,0,0
917,917,0,0000,cbb95c34,0,0
918,918,0,0000,977bb994,0,0
919,919,0,0000,2d577219,0,0
920,920,0,0000,682eecf2,0,0
921,921,0,0000,2d5f72e5,0,0
922,922,0,0000,6b8eecc2,0,0
923,923,0,0000,1edf7a25,0,0
924,924,0,0000,978d46c2,0,0
925,925,0,0000,2eef722d,0,0
926,926,0,0000,5f4ee562,0,0
927,927,0,0000,84dcc1a5,0,0
928,928,0,0000,5fba1acb,0,0
929,929,0,0000,874cc19d,0,0
930,930,0,0000,64fa11ab,0,0
931,931,0,0000,d14f581d,0,0
932,932,0,0000,5cc2e5a0,0,0
933,933,0,0000,ba2ccb8d,0,0
934,934,0,0000,45799eeb,0,0
935,935,0,0000,45719e17,0,0
936,936,0,0000,46d19e27,0,0
937,937,0,0000,755196e7,0,0
938,938,0,0000,89523ce7,0,0
939,939,0,0000,b96234ef,0,0
940,940,0,0000,71a1974f,0,0
941,941,0,0000,db9224c7,0,0
942,942,0,0000,db66db6e,0,0
943,943,0,0000,d8f6db56,0,0
944,944,0,0000,e3b6d036,0,0
945,945,0,0000,b5b549b6,0,0
946,946,0,0000,8d8dbdbd,0,0
947,947,0,0000,e6ee2e2d,0,0
948,948,0,0000,ff555566,0,0
949,949,0,0000,000800fc,0,0
950,950,0,0000,03a00030,0,0
951,951,0,0000,338008c0,0,0
952,952,0,0000,fc03aa00,0,0
953,953,0,0000,30300808,0,0
954,954,0,0000,c8c3a3a0,0,0
955,955,0,0000,aa33b388,0,0
956,956,0,0000,00f4ffa9,0,0
957,957,0,0000,03900038,0,0
958,958,0,0000,3b400b60,0,0
959,959,0,0000,56039980,0,0
960,960,0,0000,3838f40b,0,0
961,961,0,0000,6b639390,0,0
962,962,0,0000,19bb7b4b,0,0
963,963,0,0000,ff5d559a,0,0
964,964,0,0000,03a800cc,0,0
965,965,0,0000,302008f0,0,0
966,966,0,0000,cf83a2c0,0,0
967,967,0,0000,cc33a208,0,0
968,968,0,0000,f8f3aba8,0,0
969,969,0,0000,62f01028,0,0
970,970,0,0000,aac74c21,0,0
971,971,0,0000,0364ff91,0,0
972,972,0,0000,38d00b58,0,0
973,973,0,0000,6d4392e0,0,0
974,974,0,0000,6e3b6d8b,0,0
975,975,0,0000,535b679b,0,0
976,976,0,0000,72d8e8db,0,0
977,977,0,0000,e6e62ed1,0,0
978,978,0,0000,fcf55556,0,0
979,979,0,0000,3388083c,0,0
980,980,0,0000,ffa3aa30,0,0
981,981,0,0000,03b000c8,0,0
982,982,0,0000,34c009a0,0,0
983,983,0,0000,9a03bb80,0,0
984,984,0,0000,c8375c09,0,0
985,985,0,0000,a9a3b3b0,0,0
986,986,0,0000,3bb4f4c9,0,0
987,987,0,0000,559399b8,0,0
988,988,0,0000,0378ff6b,0,0
989,989,0,0000,3d600a10,0,0
990,990,0,0000,21838f40,0,0
991,991,0,0000,943ec60a,0,0
992,992,0,0000,1a137b87,0,0
993,993,0,0000,cf7d5d6a,0,0
994,994,0,0000,cc2ba20c,0,0
995,995,0,0000,fc13aaf8,0,0
996,996,0,0000,37700968,0,0
997,997,0,0000,aec3b220,0,0
998,998,0,0000,5234e789,0,0
999,999,0,0000,6194efb9,0,0
1000,1000,0,0000,92174779,0,0
1001,1001,0,0000,6e276d71,0,0
1002,1002,0,0000,56eb66d3,0,0
1003,1003,0,0000,3e18f57b,0,0
1004,1004,0,0000,1ce38550,0,0
1005,1005,0,0000,b5bd494a,0,0
1006,1006,0,0000,8e2dbd8d,0,0
1007,1007,0,0000,d56e26ed,0,0
1008,1008,0,0000,0356ff66,0,0
1009,1009,0,0000,303808f4,0,0
1010,1010,0,0000,cb63a390,0,0
1011,1011,0,0000,99b3bb48,0,0
1012,1012,0,0000,fcf755a9,0,0
1013,1013,0,0000,33a00830,0,0
1014,1014,0,0000,f383a8c0,0,0
1015,1015,0,0000,fc302a08,0,0
1016,1016,0,0000,38cc0ba2,0,0
1017,1017,0,0000,68f393a8,0,0
1018,1018,0,0000,22fb702b,0,0
1019,1019,0,0000,a95ecc1a,0,0
1020,1020,0,0000,3b90f4c7,0,0
1021,1021,0,0000,5b439b60,0,0
1022,1022,0,0000,d638d98b,0,0
1023,1023,0,0000,336ef792,0,0
1024,1024,0,0000,fb5bab64,0,0
1025,1025,0,0000,52d018d8,0,0
1026,1026,0,0000,6544eee1,0,0
1027,1027,0,0000,cf575d99,0,0
1028,1028,0,0000,c023a0f0,0,0
1029,1029,0,0000,0fb382c8,0,0
1030,1030,0,0000,c4fc21aa,0,0
1031,1031,0,0000,503f980a,0,0
1032,1032,0,0000,4a08e383,0,0
1033,1033,0,0000,8ba5bc31,0,0
1034,1034,0,0000,92ce38dd,0,0
1035,1035,0,0000,60d36fa7,0,0
1036,1036,0,0000,8d7b42eb,0,0
1037,1037,0,0000,e5562e19,0,0
1038,1038,0,0000,c8355cf6,0,0
1039,1039,0,0000,a98bb3bc,0,0
1040,1040,0,0000,3794f639,0,0
1041,1041,0,0000,aa13b378,0,0
1042,1042,0,0000,0f74fd69,0,0
1043,1043,0,0000,cf902238,0,0
1044,1044,0,0000,cb4fa362,0,0
1045,1045,0,0000,94c3b9a0,0,0
1046,1046,0,0000,1a377b89,0,0
1047,1047,0,0000,c1ad5fb2,0,0
1048,1048,0,0000,196b84ec,0,0
1049,1049,0,0000,f21d577a,0,0
1050,1050,0,0000,eda82d4c,0,0
1051,1051,0,0000,682d6cf2,0,0
1052,1052,0,0000,2d6372ef,0,0
1053,1053,0,0000,61beef4a,0,0
1054,1054,0,0000,9e1f4585,0,0
1055,1055,0,0000,9d874541,0,0
1056,1056,0,0000,a5674e11,0,0
1057,1057,0,0000,c0e4df51,0,0
1058,1058,0,0000,04df815a,0,0
1059,1059,0,0000,5f8c1ac2,0,0
1060,1060,0,0000,8ef4c229,0,0
1061,1061,0,0000,db9a243b,0,0
1062,1062,0,0000,d8c6db5e,0,0
1063,1063,0,0000,eb76d396,0,0
1064,1064,0,0000,1fb57a36,0,0
1065,1065,0,0000,858541be,0,0
1066,1066,0,0000,454e1e1d,0,0
1067,1067,0,0000,4cdd9da5,0,0
1068,1068,0,0000,ffa1aacf,0,0
1069,1069,0,0000,039800c4,0,0
1070,1070,0,0000,38e00b50,0,0
1071,1071,0,0000,65839140,0,0
1072,1072,0,0000,c43b5e0b,0,0
1073,1073,0,0000,5b539b98,0,0
1074,1074,0,0000,d178d8eb,0,0
1075,1075,0,0000,556ee612,0,0
1076,1076,0,0000,035cff65,0,0
1077,1077,0,0000,33b008c8,0,0
1078,1078,0,0000,f4c3a9a0,0,0
1079,1079,0,0000,9a303b88,0,0
1080,1080,0,0000,c0cb5fa3,0,0
1081,1081,0,0000,099383b8,0,0
1082,1082,0,0000,b37c376a,0,0
1083,1083,0,0000,fc39aa0b,0,0
1084,1084,0,0000,3b780b94,0,0
1085,1085,0,0000,5d639a10,0,0
1086,1086,0,0000,a1b8cf4b,0,0
1087,1087,0,0000,9f68c593,0,0
1088,1088,0,0000,8a2b4373,0,0
1089,1089,0,0000,84163ef9,0,0
1090,1090,0,0000,56321977,0,0
1091,1091,0,0000,30ecf7ad,0,0
1092,1092,0,0000,c773a168,0,0
1093,1093,0,0000,6ef39228,0,0
1094,1094,0,0000,5afb642b,0,0
1095,1095,0,0000,c958dc1b,0,0
1096,1096,0,0000,baefb4d2,0,0
1097,1097,0,0000,4f459d61,0,0
1098,1098,0,0000,c741a19f,0,0
1099,1099,0,0000,661b9184,0,0
1100,1100,0,0000,fcdb555b,0,0
1101,1101,0,0000,3ed00ad8,0,0
1102,1102,0,0000,154386e0,0,0
1103,1103,0,0000,0e3d7d8a,0,0
1104,1104,0,0000,d224278e,0,0
1105,1105,0,0000,66deeeda,0,0
1106,1106,0,0000,f79f56c5,0,0
1107,1107,0,0000,a9803340,0,0
1108,1108,0,0000,3408f603,0,0
1109,1109,0,0000,93a3b830,0,0
1110,1110,0,0000,73b768c9,0,0
1111,1111,0,0000,f5aa29b3,0,0
1112,1112,0,0000,88043cfe,0,0
1113,1113,0,0000,a15a301b,0,0
1114,1114,0,0000,9ac0c4df,0,0
1115,1115,0,0000,c20b5f83,0,0
1116,1116,0,0000,2b938c38,0,0
1117,1117,0,0000,1b7efb6a,0,0
1118,1118,0,0000,dc195a04,0,0
1119,1119,0,0000,b4fac954,0,0
1120,1120,0,0000,9141b81f,0,0
1121,1121,0,0000,5e1f6585,0,0
1122,1122,0,0000,9d88c543,0,0
1123,1123,0,0000,a7ab4e33,0,0
1124,1124,0,0000,e014d0f9,0,0
1125,1125,0,0000,861d417a,0,0
1126,1126,0,0000,7dae154d,0,0
1127,1127,0,0000,295e0ce5,0,0
1128,1128,0,0000,3b9af4c4,0,0
1129,1129,0,0000,58cb9b5c,0,0
1130,1130,0,0000,e998d3bb,0,0
1131,1131,0,0000,30ed7752,0,0
1132,1132,0,0000,c767a16e,0,0
1133,1133,0,0000,68e39350,0,0
1134,1134,0,0000,25bb714b,0,0
1135,1135,0,0000,cf5edd9a,0,0
1136,1136,0,0000,c397a0c6,0,0
1137,1137,0,0000,3a238b70,0,0
1138,1138,0,0000,47bf9eca,0,0
1139,1139,0,0000,66099183,0,0
1140,1140,0,0000,fbb35437,0,0
1141,1141,0,0000,54f019a8,0,0
1142,1142,0,0000,12c4f821,0,0
1143,1143,0,0000,63516f98,0,0
1144,1144,0,0000,b15348e7,0,0
1145,1145,0,0000,d975a4e9,0,0
1146,1146,0,0000,f78ad63c,0,0
1147,1147,0,0000,af84323e,0,0
1148,1148,0,0000,4d58e21b,0,0
1149,1149,0,0000,eae5acd1,0,0
1150,1150,0,0000,0cc97d5c,0,0
1151,1151,0,0000,f9b42bb6,0,0
1152,1152,0,0000,7d9c15ba,0,0
1153,1153,0,0000,21b60f49,0,0
1154,1154,0,0000,9dbac5b4,0,0
1155,1155,0,0000,af434d9f,0,0
1156,1156,0,0000,4634e189,0,0
1157,1157,0,0000,719597b9,0,0
1158,1158,0,0000,d202277f,0,0
1159,1159,0,0000,6826ec0e,0,0
1160,1160,0,0000,2eff72d5,0,0
1161,1161,0,0000,580ee402,0,0
1162,1162,0,0000,e2dcd025,0,0
1163,1163,0,0000,a7bd4eca,0,0
1164,1164,0,0000,e62cd18d,0,0
1165,1165,0,0000,f57d56ea,0,0
1166,1166,0,0000,84283e0c,0,0
1167,1167,0,0000,5c2a1af3,0,0
1168,1168,0,0000,bc0ccafd,0,0
1169,1169,0,0000,32f9882b,0,0
1170,1170,0,0000,e977ac16,0,0
1171,1171,0,0000,37a17630,0,0
1172,1172,0,0000,a397b0c6,0,0
1173,1173,0,0000,ba24cb71,0,0
1174,1174,0,0000,46d99edb,0,0
1175,1175,0,0000,76f196d7,0,0
1176,1176,0,0000,bad23427,0,0
1177,1177,0,0000,45619eef,0,0
1178,1178,0,0000,41919f47,0,0
1179,1179,0,0000,13518767,0,0
1180,1180,0,0000,715568e6,0,0
1181,1181,0,0000,d80224ff,0,0
1182,1182,0,0000,e026d00e,0,0
1183,1183,0,0000,8ef542d6,0,0
1184,1184,0,0000,db8e243d,0,0
1185,1185,0,0000,ded6da26,0,0
1186,1186,0,0000,9436c6f6,0,0
1187,1187,0,0000,19b37bb7,0,0
1188,1188,0,0000,fcfd55aa,0,0
1189,1189,0,0000,3028080c,0,0
1190,1190,0,0000,cc23a2f0,0,0
1191,1191,0,0000,ffb3aac8,0,0
1192,1192,0,0000,04f001a8,0,0
1193,1193,0,0000,52c01820,0,0
1194,1194,0,0000,6204ef81,0,0
1195,1195,0,0000,a9574c19,0,0
1196,1196,0,0000,3824f4f1,0,0
1197,1197,0,0000,6ed392d8,0,0
1198,1198,0,0000,557b66eb,0,0
1199,1199,0,0000,0558fe1b,0,0
1200,1200,0,0000,4ae01cd0,0,0
1201,1201,0,0000,8d85bd41,0,0
1202,1202,0,0000,e54e2e1d,0,0
1203,1203,0,0000,ccd55da6,0,0
1204,1204,0,0001,fc0baafc,0,0
1205,1205,0,0000,33900838,0,0
1206,1206,0,0000,fb43ab60,0,0
1207,1207,0,0000,56301988,0,0
1208,1208,0,0000,30c4f7a1,0,0
1209,1209,0,0000,cb53a398,0,0
1210,1210,0,0000,9173b8e8,0,0
1211,1211,0,0000,56f76629,0,0
1212,1212,0,0000,3ba8f433,0,0
1213,1213,0,0000,502398f0,0,0
1214,1214,0,0000,4fb8e2cb,0,0
1215,1215,0,0000,c765a191,0,0
1216,1216,0,0000,68cb935c,0,0
1217,1217,0,0000,299b73bb,0,0
1218,1218,0,0000,30def75a,0,0
1219,1219,0,0000,cf9ba2c4,0,0
1220,1220,0,0000,c8d3a358,0,0
1221,1221,0,0000,ad73b2e8,0,0
1222,1222,0,0000,66f4ee29,0,0
1223,1223,0,0000,fb975439,0,0
1224,1224,0,0000,5a201b70,0,0
1225,1225,0,0000,c784dec1,0,0
1226,1226,0,0000,6d5f921a,0,0
1227,1227,0,0000,6b8b6cc3,0,0
1228,1228,0,0000,1f9b7a3b,0,0
1229,1229,0,0000,88dd435a,0,0
1230,1230,0,0000,afae32cd,0,0
1231,1231,0,0000,4150e0e7,0,0
1232,1232,0,0000,194584e1,0,0
1233,1233,0,0000,ff45559e,0,0
1234,1234,0,0000,0748019c,0,0
1235,1235,0,0000,65a011b0,0,0
1236,1236,0,0000,cb875cc1,0,0
1237,1237,0,0000,9d63ba10,0,0
1238,1238,0,0000,a1b74f49,0,0
1239,1239,0,0000,9da4c5b1,0,0
1240,1240,0,0000,aadb4cdb,0,0
1241,1241,0,0000,06d4fed9,0,0
1242,1242,0,0000,741016f8,0,0
1243,1243,0,0000,97463961,0,0
1244,1244,0,0000,27737197,0,0
1245,1245,0,0000,eefed22a,0,0
1246,1246,0,0000,58156406,0,0
1247,1247,0,0000,e600d17f,0,0
1248,1248,0,0000,f80d5402,0,0
1249,1249,0,0000,62e8102c,0,0
1250,1250,0,0000,ae274d71,0,0
1251,1251,0,0000,56e4e6d1,0,0
1252,1252,0,0000,3cd4f559,0,0
1253,1253,0,0000,3c138af8,0,0
1254,1254,0,0000,377f896a,0,0
1255,1255,0,0000,ac0fb202,0,0
1256,1256,0,0000,72c4e821,0,0
1257,1257,0,0000,e3562f99,0,0
1258,1258,0,0000,b03548f6,0,0
1259,1259,0,0000,c98da3bd,0,0
1260,1260,0,0000,b6ebb62c,0,0
1261,1261,0,0000,be15b579,0,0
1262,1262,0,0000,1e0d857d,0,0
1263,1263,0,0000,9ae5442e,0,0
1264,1264,0,0000,cccf5d5d,0,0
1265,1265,0,0000,f8c3aba0,0,0
1266,1266,0,0000,6a301388,0,0
1267,1267,0,0000,00c77fa1,0,0
1268,1268,0,0000,0b6c0392,0,0
1269,1269,0,0000,9b703b68,0,0
1270,1270,0,0000,decb5a23,0,0
1271,1271,0,0000,9192c7b8,0,0
1272,1272,0,0000,5363676f,0,0
1273,1273,0,0000,79b8eb4b,0,0
1274,1274,0,0000,7f661591,0,0
1275,1275,0,0000,08fe0355,0,0
1276,1276,0,0000,a0183004,0,0
1277,1277,0,0000,84e8c153,0,0
1278,1278,0,0000,562a1973,0,0
1279,1279,0,0000,340cf6fd,0,0
1280,1280,0,0000,92f3b828,0,0
1281,1281,0,0000,6af76c29,0,0
1282,1282,0,0000,0bab7c33,0,0
1283,1283,0,0000,901c38fa,0,0
1284,1284,0,0000,45bb614b,0,0
1285,1285,0,0000,4f599d9b,0,0
1286,1286,0,0000,c2f1a0d7,0,0
1287,1287,0,0000,2adb8c24,0,0
1288,1288,0,0000,06defeda,0,0
1289,1289,0,0000,779816c4,0,0
1290,1290,0,0000,a8e63351,0,0
1291,1291,0,0000,24f0f157,0,0
1292,1292,0,0000,d2c2d820,0,0
1293,1293,0,0000,6226ef8e,0,0
1294,1294,0,0000,a6ff4ed5,0,0
1295,1295,0,0000,f804d401,0,0
1296,1296,0,0000,615c101a,0,0
1297,1297,0,0000,9bb744c9,0,0
1298,1298,0,0000,d5a759b1,0,0
1299,1299,0,0000,0ae2fcd0,0,0
1300,1300,0,0000,8da83d4c,0,0
1301,1301,0,0000,e82a2cf3,0,0
1302,1302,0,0000,2c0572fe,0,0
1303,1303,0,0000,7146e81e,0,0
1304,1304,0,0000,df7e2595,0,0
1305,1305,0,0000,8c16c206,0,0
1306,1306,0,0000,f6322977,0,0
1307,1307,0,0000,b0e437ae,0,0
1308,1308,0,0000,c4d9a15b,0,0
1309,1309,0,0000,5efb9ad4,0,0
1310,1310,0,0000,9958c41b,0,0
1311,1311,0,0000,faeb54d3,0,0
1312,1312,0,0000,4e101d78,0,0
1313,1313,0,0000,df45a561,0,0
1314,1314,0,0000,874ac19c,0,0
1315,1315,0,0000,658211bf,0,0
1316,1316,0,0000,c42f5e0d,0,0
1317,1317,0,0000,5d439ae0,0,0
1318,1318,0,0000,ae38cd8b,0,0
1319,1319,0,0000,5368e793,0,0
1320,1320,0,0000,7a24eb71,0,0
1321,1321,0,0000,46d61ed9,0,0
1322,1322,0,0000,743d96f5,0,0
1323,1323,0,0000,9a223b8f,0,0
1324,1324,0,0000,c7a35ecf,0,0
1325,1325,0,0000,63b390c8,0,0
1326,1326,0,0000,b4fb49ab,0,0
1327,1327,0,0000,9155b819,0,0
1328,1328,0,0000,580f64fd,0,0
1329,1329,0,0000,e2c8d023,0,0
1330,1330,0,0000,a1ad4fb2,0,0
1331,1331,0,0000,996cc4ed,0,0
1332,1332,0,0000,f37b576b,0,0
1333,1333,0,0000,fd502a18,0,0
1334,1334,0,0000,294c0ce2,0,0
1335,1335,0,0000,3cf2f5a8,0,0
1336,1336,0,0000,32eb882c,0,0
1337,1337,0,0000,ee1fad7a,0,0
1338,1338,0,0000,5d816540,0,0
1339,1339,0,0000,a410ce07,0,0
1340,1340,0,0000,d748d963,0,0
1341,1341,0,0000,25aef1b2,0,0
1342,1342,0,0000,c95adce4,0,0
1343,1343,0,0000,bac7b4de,0,0
1344,1344,0,0000,43659f91,0,0
1345,1345,0,0000,38c18b5f,0,0
1346,1346,0,0000,6a179386,0,0
1347,1347,0,0000,0e2b7d73,0,0
1348,1348,0,0000,d41c26fa,0,0
1349,1349,0,0000,15bef94a,0,0
1350,1350,0,0000,0e197d84,0,0
1351,1351,0,0000,dcf42556,0,0
1352,1352,0,0000,b39ec83a,0,0
1353,1353,0,0000,f991ab47,0,0
1354,1354,0,0000,73581764,0,0
1355,1355,0,0000,f2e628d1,0,0
1356,1356,0,0000,ecf42d56,0,0
1357,1357,0,0000,739d683a,0,0
1358,1358,0,0000,f9a22b4f,0,0
1359,1359,0,0000,7ba414ce,0,0
