Sample in Buffer,Sample in Window,TRIGGER,design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxcharisk_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxdata_1[31:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxdisperr_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxnotintable_1[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,BINARY,HEX,HEX,HEX
1301,1301,0,0000,01a97f4c,0,0
1302,1302,0,0000,183404f6,0,0
1303,1303,0,0000,e99153b8,0,0
1304,1304,0,0000,33597764,0,0
1305,1305,0,0000,f2f7a8d6,0,0
1306,1306,0,0000,eba02c30,0,0
1307,1307,0,0000,138d78c2,0,0
1308,1308,0,0000,7ee56a2e,0,0
1309,1309,0,0000,1cc2055f,0,0
1310,1310,0,0000,ba294b8c,0,0
1311,1311,0,0000,443d9ef5,0,0
1312,1312,0,0000,5a219b8f,0,0
1313,1313,0,0000,c790dec7,0,0
1314,1314,0,0000,6b4f9362,0,0
1315,1315,0,0000,14cb79a3,0,0
1316,1316,0,0000,199d7bba,0,0
1317,1317,0,0000,f1a5574e,0,0
1318,1318,0,0000,dac824dc,0,0
1319,1319,0,0000,c1aedfb2,0,0
1320,1320,0,0000,195784e6,0,0
1321,1321,0,0000,f82d54f2,0,0
1322,1322,0,0000,6d6812ec,0,0
1323,1323,0,0000,62276f71,0,0
1324,1324,0,0000,a6eb4ed3,0,0
1325,1325,0,0000,fe14d579,0,0
1326,1326,0,0000,1e1c057a,0,0
1327,1327,0,0000,9db14548,0,0
1328,1328,0,0000,acdf4da5,0,0
1329,1329,0,0000,7f84eac1,0,0
1330,1330,0,0000,0d560219,0,0
1331,1331,0,0000,e8382cf4,0,0
1332,1332,0,0000,2b6d7392,0,0
1333,1333,0,0000,1b66fb6e,0,0
1334,1334,0,0000,d8f95b54,0,0
1335,1335,0,0000,e17ad014,0,0
1336,1336,0,0000,9545461e,0,0
1337,1337,0,0000,0f4f7d9d,0,0
1338,1338,0,0000,c4cc21a2,0,0
1339,1339,0,0000,58ff9baa,0,0
1340,1340,0,0000,e008d003,0,0
1341,1341,0,0000,83ad4032,0,0
1342,1342,0,0000,316e08ed,0,0
1343,1343,0,0000,d35ba764,0,0
1344,1344,0,0000,72d2e8d8,0,0
1345,1345,0,0000,e56e2eed,0,0
1346,1346,0,0000,c3555f66,0,0
1347,1347,0,0000,300b88fc,0,0
1348,1348,0,0000,c39fa03a,0,0
1349,1349,0,0000,39838b40,0,0
1350,1350,0,0000,743f960a,0,0
1351,1351,0,0000,9a0a3b83,0,0
1352,1352,0,0000,cb835c3f,0,0
1353,1353,0,0000,9c33ba08,0,0
1354,1354,0,0000,b8f74ba9,0,0
1355,1355,0,0000,63a59031,0,0
1356,1356,0,0000,b2c348df,0,0
1357,1357,0,0000,e235af89,0,0
1358,1358,0,0000,a1894fbc,0,0
1359,1359,0,0000,97bcc635,0,0
1360,1360,0,0000,263b718b,0,0
1361,1361,0,0000,f35ed79a,0,0
1362,1362,0,0000,f39428c6,0,0
1363,1363,0,0000,fa1c2b7a,0,0
1364,1364,0,0000,4dbc1d4a,0,0
1365,1365,0,0000,ee35ad89,0,0
1366,1366,0,0000,518967bc,0,0
1367,1367,0,0000,57b0e637,0,0
1368,1368,0,0000,24c4f1a1,0,0
1369,1369,0,0000,db52db98,0,0
1370,1370,0,0000,d166d8ee,0,0
1371,1371,0,0000,50f6e756,0,0
1372,1372,0,0000,43bce035,0,0
1373,1373,0,0000,36358989,0,0
1374,1374,0,0000,b187b7be,0,0
1375,1375,0,0000,d565a611,0,0
1376,1376,0,0000,00caff5c,0,0
1377,1377,0,0000,098803bc,0,0
1378,1378,0,0000,b7a03630,0,0
1379,1379,0,0000,a389b0c3,0,0
1380,1380,0,0000,bfbcca35,0,0
1381,1381,0,0000,0639818b,0,0
1382,1382,0,0000,73741796,0,0
1383,1383,0,0000,ff962a39,0,0
1384,1384,0,0000,0a340376,0,0
1385,1385,0,0000,81903fb8,0,0
1386,1386,0,0000,134a0763,0,0
1387,1387,0,0000,758969bc,0,0
1388,1388,0,0000,87b23e37,0,0
1389,1389,0,0000,64e211af,0,0
1390,1390,0,0000,d5af594d,0,0
1391,1391,0,0000,0942fce0,0,0
1392,1392,0,0000,be28358c,0,0
1393,1393,0,0000,142986f3,0,0
1394,1394,0,0000,1c357af6,0,0
1395,1395,0,0000,b9854bbe,0,0
1396,1396,0,0000,754d961d,0,0
1397,1397,0,0000,8ce23daf,0,0
1398,1398,0,0000,f5a2294f,0,0
1399,1399,0,0000,8ba43cce,0,0
1400,1400,0,0000,92da38db,0,0
1401,1401,0,0000,66c36edf,0,0
1402,1402,0,0000,f23b578b,0,0
1403,1403,0,0000,e3502f98,0,0
1404,1404,0,0000,b14d48e2,0,0
1405,1405,0,0000,dceda5ad,0,0
1406,1406,0,0000,b76ac96c,0,0
1407,1407,0,0000,aa01b37f,0,0
1408,1408,0,0000,081cfc05,0,0
1409,1409,0,0000,a5b03148,0,0
1410,1410,0,0000,ccc8dda3,0,0
1411,1411,0,0000,f9afabb2,0,0
1412,1412,0,0000,794014e0,0,0
1413,1413,0,0000,7e061581,0,0
1414,1414,0,0000,197e0415,0,0
1415,1415,0,0000,f4195604,0,0
1416,1416,0,0000,94f83954,0,0
1417,1417,0,0000,116b7813,0,0
1418,1418,0,0000,521d677a,0,0
1419,1419,0,0000,6da0ed4f,0,0
1420,1420,0,0000,6b876cc1,0,0
1421,1421,0,0000,1d6b7a13,0,0
1422,1422,0,0000,a21d4f7a,0,0
1423,1423,0,0000,adaccd4d,0,0
1424,1424,0,0000,6978eceb,0,0
1425,1425,0,0000,35677611,0,0
1426,1426,0,0000,80efbf52,0,0
1427,1427,0,0000,07460161,0,0
1428,1428,0,0000,67781194,0,0
1429,1429,0,0000,ed675211,0,0
1430,1430,0,0000,60e16f50,0,0
1431,1431,0,0000,85934147,0,0
1432,1432,0,0000,43761f69,0,0
1433,1433,0,0000,3fbd8a35,0,0
1434,1434,0,0000,0627818e,0,0
1435,1435,0,0000,76ec16d2,0,0
1436,1436,0,0000,bf763569,0,0
1437,1437,0,0000,0fb18237,0,0
1438,1438,0,0000,c4d421a6,0,0
1439,1439,0,0000,5c1f9afa,0,0
1440,1440,0,0000,b588c943,0,0
1441,1441,0,0000,87a9be33,0,0
1442,1442,0,0000,603e10f5,0,0
1443,1443,0,0000,8a1f4385,0,0
1444,1444,0,0000,8d863d41,0,0
1445,1445,0,0000,e5722e17,0,0
1446,1446,0,0000,c6e55e2e,0,0
1447,1447,0,0000,7ccb955c,0,0
1448,1448,0,0000,399a0bbb,0,0
1449,1449,0,0000,70cb975c,0,0
1450,1450,0,0000,c99a23bb,0,0
1451,1451,0,0000,b0c7b75e,0,0
1452,1452,0,0000,cb65a391,0,0
1453,1453,0,0000,98cbbb5c,0,0
1454,1454,0,0000,e99753b9,0,0
1455,1455,0,0000,32217770,0,0
1456,1456,0,0000,e797aec6,0,0
1457,1457,0,0000,ea215370,0,0
1458,1458,0,0000,07997ec4,0,0
1459,1459,0,0000,68f41356,0,0
1460,1460,0,0000,23977039,0,0
1461,1461,0,0000,ba2ecb72,0,0
1462,1462,0,0000,45519ee7,0,0
1463,1463,0,0000,49519ce7,0,0
1464,1464,0,0000,b951b4e7,0,0
1465,1465,0,0000,795d94e5,0,0
1466,1466,0,0000,7ba214cf,0,0
1467,1467,0,0000,53ae18cd,0,0
1468,1468,0,0000,715ce8e5,0,0
1469,1469,0,0000,dbb624c9,0,0
1470,1470,0,0000,d5b6d9b6,0,0
1471,1471,0,0000,0db6fdb6,0,0
1472,1472,0,0000,edb82db4,0,0
1473,1473,0,0000,6f6d6d92,0,0
1474,1474,0,0000,4b63636f,0,0
1475,1475,0,0000,99b9bb4b,0,0
1476,1476,0,0000,ff7f5595,0,0
1477,1477,0,0000,0c000200,0,0
1478,1478,0,0000,f0002800,0,0
1479,1479,0,0000,c00c2002,0,0
1480,1480,0,0000,02ff802a,0,0
1481,1481,0,0000,280c0c02,0,0
1482,1482,0,0000,22f2f028,0,0
1483,1483,0,0000,aaeacc2c,0,0
1484,1484,0,0000,0e00fd7f,0,0
1485,1485,0,0000,d8002400,0,0
1486,1486,0,0000,e00ed002,0,0
1487,1487,0,0000,82d54026,0,0
1488,1488,0,0000,240e0efd,0,0
1489,1489,0,0000,d2dad824,0,0
1490,1490,0,0000,66c6eede,0,0
1491,1491,0,0000,f37f5795,0,0
1492,1492,0,1000,fc002a00,0,0
1493,1493,0,0000,300c0802,0,0
1494,1494,0,0000,c2f3a028,0,0
1495,1495,0,0000,2af38c28,0,0
1496,1496,0,0000,0afefc2a,0,0
1497,1497,0,0000,88183c04,0,0
1498,1498,0,0000,a4ea3153,0,0
1499,1499,0,0000,d600d97f,0,0
1500,1500,0,0000,380ef402,0,0
1501,1501,0,0000,62db9024,0,0
1502,1502,0,0000,a6db4edb,0,0
1503,1503,0,0000,f6d4d6d9,0,0
1504,1504,0,0000,b41c36fa,0,0
1505,1505,0,0000,95b9b94b,0,0
1506,1506,0,0000,0f7f7d95,0,0
1507,1507,0,0000,cc0c2202,0,0
1508,1508,0,0000,f2ffa82a,0,0
1509,1509,0,0000,e8002c00,0,0
1510,1510,0,0000,200d7002,0,0
1511,1511,0,0000,82e6c02e,0,0
1512,1512,0,0000,2cf20d57,0,0
1513,1513,0,0000,72eae82c,0,0
1514,1514,0,0000,ee0e2d7d,0,0
1515,1515,0,0000,5ad56426,0,0
1516,1516,0,0000,c400deff,0,0
1517,1517,0,0000,500f9802,0,0
1518,1518,0,0000,42c8e023,0,0
1519,1519,0,0000,21a58fb1,0,0
1520,1520,0,0000,9ac6c4de,0,0
1521,1521,0,0000,c3735f97,0,0
1522,1522,0,0000,3ef38a28,0,0
1523,1523,0,0000,1aff842a,0,0
1524,1524,0,0000,c80d5c02,0,0
1525,1525,0,0000,a2ebb02c,0,0
1526,1526,0,0000,ae14cd79,0,0
1527,1527,0,0000,5e18e57b,0,0
1528,1528,0,0000,9ce4c551,0,0
1529,1529,0,0000,b4db495b,0,0
1530,1530,0,0000,9ed5bad9,0,0
1531,1531,0,0000,940f46fd,0,0
1532,1532,0,0000,12c77821,0,0
1533,1533,0,0000,636d6f92,0,0
1534,1534,0,0000,bb634b6f,0,0
1535,1535,0,0000,59b59b49,0,0
1536,1536,0,0000,fd80d5bf,0,0
1537,1537,0,0000,240c0e02,0,0
1538,1538,0,0000,d2f2d828,0,0
1539,1539,0,0000,6ae6ec2e,0,0
1540,1540,0,0000,0cff7d55,0,0
1541,1541,0,0000,f00c2802,0,0
1542,1542,0,0000,c2fc202a,0,0
1543,1543,0,0000,283f8c0a,0,0
1544,1544,0,0000,2a0ef382,0,0
1545,1545,0,0000,0adafc24,0,0
1546,1546,0,0000,86c83edc,0,0
1547,1547,0,0000,71aa17b3,0,0
1548,1548,0,0000,d80e24fd,0,0
1549,1549,0,0000,e2d6d026,0,0
1550,1550,0,0000,a4354ef6,0,0
1551,1551,0,0000,d98cdbbd,0,0
1552,1552,0,0000,f6fed62a,0,0
1553,1553,0,0000,b8143406,0,0
1554,1554,0,0000,6619917b,0,0
1555,1555,0,0000,fcf35557,0,0
1556,1556,0,0000,32f00828,0,0
1557,1557,0,0000,eac3ac20,0,0
1558,1558,0,0000,02317f88,0,0
1559,1559,0,0000,20d40fa6,0,0
1560,1560,0,0000,8c12c2f8,0,0
1561,1561,0,0000,f762296f,0,0
1562,1562,0,0000,a9a4334e,0,0
1563,1563,0,0000,3ad8f4db,0,0
1564,1564,0,0000,46e39ed0,0,0
1565,1565,0,0000,7db9954b,0,0
1566,1566,0,0000,2f720d97,0,0
1567,1567,0,0000,4eeae22c,0,0
1568,1568,0,0000,de0da57d,0,0
1569,1569,0,0000,9aeac42c,0,0
1570,1570,0,0000,ce035d7f,0,0
1571,1571,0,0000,d833a408,0,0
1572,1572,0,0000,e8f2d3a8,0,0
1573,1573,0,0000,22e5702e,0,0
1574,1574,0,0000,acc6cd5e,0,0
1575,1575,0,0000,7b70eb97,0,0
1576,1576,0,0000,5ec61a21,0,0
1577,1577,0,0000,937cc795,0,0
1578,1578,0,0000,7c3b6a0b,0,0
1579,1579,0,0000,3b5a0b9b,0,0
1580,1580,0,0000,52cb98dc,0,0
1581,1581,0,0000,6198efbb,0,0
1582,1582,0,0000,90e74751,0,0
1583,1583,0,0000,44e76151,0,0
1584,1584,0,0000,54e99953,0,0
1585,1585,0,0000,1630f977,0,0
1586,1586,0,0000,30c177a0,0,0
1587,1587,0,0000,ca17a386,0,0
1588,1588,0,0000,8e23bd70,0,0
1589,1589,0,0000,d7b626c9,0,0
1590,1590,0,0000,25b6f1b6,0,0
1591,1591,0,0000,cdbaddb4,0,0
1592,1592,0,0000,ef47ad9e,0,0
1593,1593,0,0000,47616190,0,0
1594,1594,0,0000,69919347,0,0
1595,1595,0,0000,33537767,0,0
1596,1596,0,0000,f17fa8ea,0,0
1597,1597,0,0000,d4002600,0,0
1598,1598,0,0000,100ef802,0,0
1599,1599,0,0000,42d96024,0,0
1600,1600,0,0000,26f18ed7,0,0
1601,1601,0,0000,fad6d426,0,0
1602,1602,0,0000,44341ef6,0,0
1603,1603,0,0000,59959bb9,0,0
1604,1604,0,0000,f200d77f,0,0
1605,1605,0,0000,e80c2c02,0,0
1606,1606,0,0000,22fd702a,0,0
1607,1607,0,0000,a826cc0e,0,0
1608,1608,0,0000,2ef0f2d7,0,0
1609,1609,0,0000,5ac2e420,0,0
1610,1610,0,0000,c22cdf8d,0,0
1611,1611,0,0000,257f8eea,0,0
1612,1612,0,0000,c40ede02,0,0
1613,1613,0,0000,52d79826,0,0
1614,1614,0,0000,6428eef3,0,0
1615,1615,0,0000,dc275af1,0,0
1616,1616,0,0000,bee2cad0,0,0
1617,1617,0,0000,1da1854f,0,0
1618,1618,0,0000,ab954cc6,0,0
1619,1619,0,0000,1a0cfb7d,0,0
1620,1620,0,0000,caf15c28,0,0
1621,1621,0,0000,8adbbc24,0,0
1622,1622,0,0000,86d63ed9,0,0
1623,1623,0,0000,743216f7,0,0
1624,1624,0,0000,98ee3bad,0,0
1625,1625,0,0000,e7535167,0,0
1626,1626,0,0000,e17150e8,0,0
1627,1627,0,0000,96d94624,0,0
1628,1628,0,0000,36ff76d5,0,0
1629,1629,0,0000,b80fb402,0,0
1630,1630,0,0000,62c59021,0,0
1631,1631,0,0000,a3434f9f,0,0
1632,1632,0,0000,b634c989,0,0
1633,1633,0,0000,b199b7bb,0,0
1634,1634,0,0000,d0fda755,0,0
1635,1635,0,0000,402ae00c,0,0
1636,1636,0,0000,0c0d82fd,0,0
1637,1637,0,0000,f2e4282e,0,0
1638,1638,0,0000,ecdc2d5a,0,0
1639,1639,0,0000,7fbd6aca,0,0
1640,1640,0,0000,0622018f,0,0
1641,1641,0,0000,77a816cc,0,0
1642,1642,0,0000,a02630f1,0,0
1643,1643,0,0000,8ef0c2d7,0,0
1644,1644,0,0000,daca2423,0,0
1645,1645,0,0000,c186dfbe,0,0
1646,1646,0,0000,15778616,0,0
1647,1647,0,0000,07ad7e32,0,0
1648,1648,0,0000,616410ee,0,0
1649,1649,0,0000,90d74759,0,0
1650,1650,0,0000,4c2762f1,0,0
1651,1651,0,0000,fee9aad3,0,0
1652,1652,0,0000,1e380574,0,0
1653,1653,0,0000,93614790,0,0
1654,1654,0,0000,799f6b45,0,0
1655,1655,0,0000,718a1743,0,0
1656,1656,0,0000,d78e263d,0,0
1657,1657,0,0000,2ed6f226,0,0
1658,1658,0,0000,543ae6f4,0,0
1659,1659,0,0000,1b4cfb9d,0,0
1660,1660,0,0000,d4f159a8,0,0
1661,1661,0,0000,12daf824,0,0
1662,1662,0,0000,66c96edc,0,0
1663,1663,0,0000,f1b357b7,0,0
1664,1664,0,0000,dcf025a8,0,0
1665,1665,0,0000,b2cec822,0,0
1666,1666,0,0000,e0d1afa7,0,0
1667,1667,0,0000,8d5942e4,0,0
1668,1668,0,0000,eafe2cd5,0,0
1669,1669,0,0000,08157c06,0,0
1670,1670,0,0000,a604317e,0,0
1671,1671,0,0000,f958d41b,0,0
1672,1672,0,0000,7aec14d2,0,0
1673,1673,0,0000,4f761d69,0,0
1674,1674,0,0000,cfbda235,0,0
1675,1675,0,0000,c62ba18c,0,0
1676,1676,0,0000,741396f8,0,0
1677,1677,0,0000,977a396b,0,0
1678,1678,0,0000,2d43721f,0,0
1679,1679,0,0000,6e3eed8a,0,0
1680,1680,0,0000,521f6785,0,0
1681,1681,0,0000,6d88ed43,0,0
1682,1682,0,0000,67a76e31,0,0
1683,1683,0,0000,e2eb50d3,0,0
1684,1684,0,0000,ae114d78,0,0
1685,1685,0,0000,5f5ce565,0,0
1686,1686,0,0000,83b4c0c9,0,0
1687,1687,0,0000,359a09bb,0,0
1688,1688,0,0000,80cbbf5c,0,0
1689,1689,0,0000,099603b9,0,0
1690,1690,0,0000,b2383774,0,0
1691,1691,0,0000,e369af93,0,0
1692,1692,0,0000,ba394b74,0,0
1693,1693,0,0000,437d9f95,0,0
1694,1694,0,0000,3c218a0f,0,0
1695,1695,0,0000,3f978ac6,0,0
1696,1696,0,0000,0a2f8372,0,0
1697,1697,0,0000,854c3ee2,0,0
1698,1698,0,0000,4cfa1dab,0,0
1699,1699,0,0000,f14da81d,0,0
1700,1700,0,0000,dce825ac,0,0
1701,1701,0,0000,b62ec972,0,0
1702,1702,0,0000,b551b6e7,0,0
1703,1703,0,0000,895dbce5,0,0
1704,1704,0,0000,bbae34cd,0,0
1705,1705,0,0000,515198e7,0,0
1706,1706,0,0000,5950e4e7,0,0
1707,1707,0,0000,f944d4e1,0,0
1708,1708,0,0000,7f5c159a,0,0
1709,1709,0,0000,03b600c9,0,0
1710,1710,0,0000,35b809b4,0,0
1711,1711,0,0000,8f63bd90,0,0
1712,1712,0,0000,c9b62349,0,0
1713,1713,0,0000,bdb7b5b6,0,0
1714,1714,0,0000,2da58db1,0,0
1715,1715,0,0000,6ac6ecde,0,0
1716,1716,0,0000,037f7f95,0,0
1717,1717,0,0000,3c0c0a02,0,0
1718,1718,0,0000,32f38828,0,0
1719,1719,0,0000,eaffac2a,0,0
1720,1720,0,0000,08017c00,0,0
1721,1721,0,0000,a0143006,0,0
1722,1722,0,0000,8618c17b,0,0
1723,1723,0,0000,7cea1553,0,0
1724,1724,0,0000,360e097d,0,0
1725,1725,0,0000,badbb424,0,0
1726,1726,0,0000,46d59ed9,0,0
1727,1727,0,0000,740196ff,0,0
1728,1728,0,0000,90123807,0,0
1729,1729,0,0000,4763616f,0,0
1730,1730,0,0000,69b9934b,0,0
1731,1731,0,0000,3f737597,0,0
1732,1732,0,0000,0eff822a,0,0
1733,1733,0,0000,d80c2402,0,0
1734,1734,0,0000,e2fed02a,0,0
1735,1735,0,0000,a8154c06,0,0
1736,1736,0,0000,260cf17d,0,0
1737,1737,0,0000,faf2d428,0,0
1738,1738,0,0000,4ae41c2e,0,0
1739,1739,0,0000,8cd5bd59,0,0
1740,1740,0,1000,fc0e2afd,0,0
1741,1741,0,0000,32d40826,0,0
1742,1742,0,0000,e413aef8,0,0
1743,1743,0,0000,d7715968,0,0
1744,1744,0,0000,2edaf224,0,0
1745,1745,0,0000,56cae6dc,0,0
1746,1746,0,0000,318cf7bd,0,0
1747,1747,0,0000,d6f3a628,0,0
1748,1748,0,0000,3af2f428,0,0
1749,1749,0,0000,4aeb9c2c,0,0
1750,1750,0,0000,8e19bd7b,0,0
1751,1751,0,0000,dcfe2555,0,0
1752,1752,0,0000,b016c806,0,0
1753,1753,0,0000,c631a177,0,0
1754,1754,0,0000,70db97a4,0,0
1755,1755,0,0000,ceda22db,0,0
1756,1756,0,0000,d6c7a6de,0,0
1757,1757,0,0000,3362f790,0,0
1758,1758,0,0000,f9abab4c,0,0
1759,1759,0,0000,781014f8,0,0
1760,1760,0,0000,67461161,0,0
1761,1761,0,0000,e77f5195,0,0
1762,1762,0,0000,ec015200,0,0
1763,1763,0,0000,70196804,0,0
1764,1764,0,0000,c4f22157,0,0
1765,1765,0,0000,52e7982e,0,0
1766,1766,0,0000,6ce8ed53,0,0
1767,1767,0,0000,76276971,0,0
1768,1768,0,0000,b6ea36d3,0,0
1769,1769,0,0000,be01b57f,0,0
1770,1770,0,0000,181d8405,0,0
1771,1771,0,0000,e5a5514e,0,0
1772,1772,0,0000,cac95cdc,0,0
1773,1773,0,0000,81bbbfb4,0,0
1774,1774,0,0000,1f560599,0,0
1775,1775,0,0000,803940f4,0,0
1776,1776,0,0000,0b7e0395,0,0
1777,1777,0,0000,9c183a04,0,0
1778,1778,0,0000,b4eb4953,0,0
1779,1779,0,0000,9615b979,0,0
1780,1780,0,0000,3e0f757d,0,0
1781,1781,0,0000,1acf8422,0,0
1782,1782,0,0000,c0cd5fa2,0,0
1783,1783,0,0000,08eb83ac,0,0
1784,1784,0,0000,a61c317a,0,0
1785,1785,0,0000,fdb8d54b,0,0
1786,1786,0,0000,2f6c0d92,0,0
1787,1787,0,0000,4b72e368,0,0
1788,1788,0,0000,9eedba2d,0,0
1789,1789,0,0000,9f6f456d,0,0
1790,1790,0,0000,8b474361,0,0
1791,1791,0,0000,97663991,0,0
1792,1792,0,0000,28f37357,0,0
1793,1793,0,0000,22fef02a,0,0
1794,1794,0,0000,a81acc04,0,0
1795,1795,0,0000,24c0f15f,0,0
1796,1796,0,0000,da02db80,0,0
1797,1797,0,0000,c826dc0e,0,0
1798,1798,0,0000,aef7b2d6,0,0
1799,1799,0,0000,5ba4e431,0,0
1800,1800,0,0000,d2d4d8d9,0,0
1801,1801,0,0000,641eeefa,0,0
1802,1802,0,0000,d59f5945,0,0
1803,1803,0,0000,0182ff40,0,0
1804,1804,0,0000,1428060c,0,0
1805,1805,0,0000,1c217af0,0,0
1806,1806,0,0000,bf954ac6,0,0
1807,1807,0,0000,0a0d837d,0,0
1808,1808,0,0000,8ae43c2e,0,0
1809,1809,0,0000,8cda3d5b,0,0
1810,1810,0,0000,fec22adf,0,0
1811,1811,0,0000,1224078e,0,0
1812,1812,0,0000,66d16ed8,0,0
1813,1813,0,0000,f55356e7,0,0
1814,1814,0,0000,89703ce8,0,0
1815,1815,0,0000,b6ca3623,0,0
1816,1816,0,0000,b181b7bf,0,0
1817,1817,0,0000,d41da605,0,0
1818,1818,0,0000,15aaf94c,0,0
1819,1819,0,0000,08097cfc,0,0
1820,1820,0,0000,a3b43036,0,0
1821,1821,0,0000,b598c9bb,0,0
1822,1822,0,0000,80e9bf53,0,0
1823,1823,0,0000,063e0175,0,0
1824,1824,0,0000,72181784,0,0
1825,1825,0,0000,ece62d51,0,0
1826,1826,0,0000,74f56956,0,0
1827,1827,0,0000,9382383f,0,0
1828,1828,0,0000,7c236a0f,0,0
1829,1829,0,0000,3fba0acb,0,0
1830,1830,0,0000,074b819c,0,0
1831,1831,0,0000,659c11ba,0,0
1832,1832,0,0000,c1b75f49,0,0
1833,1833,0,0000,1da385b0,0,0
1834,1834,0,0000,abbd4cca,0,0
1835,1835,0,0000,162cf98d,0,0
1836,1836,0,0000,357176e8,0,0
1837,1837,0,0000,86d7be26,0,0
1838,1838,0,0000,742616f1,0,0
1839,1839,0,0000,9efe3ad5,0,0
1840,1840,0,0000,98134407,0,0
1841,1841,0,0000,e7775169,0,0
1842,1842,0,0000,efa15230,0,0
1843,1843,0,0000,439960c4,0,0
1844,1844,0,0000,38f18b57,0,0
1845,1845,0,0000,62d79026,0,0
1846,1846,0,0000,a42b4ef3,0,0
1847,1847,0,0000,dc14daf9,0,0
1848,1848,0,0000,b61ec97a,0,0
1849,1849,0,0000,bd91b547,0,0
1850,1850,0,0000,235d8f65,0,0
1851,1851,0,0000,b3a6c8ce,0,0
1852,1852,0,0000,f2f1a8d7,0,0
1853,1853,0,0000,ead82c24,0,0
1854,1854,0,0000,06ed7ed2,0,0
1855,1855,0,0000,7f64156e,0,0
1856,1856,0,0000,08d60359,0,0
1857,1857,0,0000,ac3832f4,0,0
1858,1858,0,0000,7b68eb93,0,0
1859,1859,0,0000,5a261b71,0,0
1860,1860,0,0000,c6fcded5,0,0
1861,1861,0,0000,783f940a,0,0
1862,1862,0,0000,6a0a1383,0,0
1863,1863,0,0000,0b8f7c3d,0,0
1864,1864,0,0000,9ecc3a22,0,0
1865,1865,0,0000,90fb47ab,0,0
1866,1866,0,0000,41576019,0,0
1867,1867,0,0000,182984f3,0,0
1868,1868,0,0000,ec3552f6,0,0
1869,1869,0,0000,79896bbc,0,0
1870,1870,0,0000,77b21637,0,0
1871,1871,0,0000,a4ee31ad,0,0
1872,1872,0,0000,d750d967,0,0
1873,1873,0,0000,214ef0e2,0,0
1874,1874,0,0000,9cdac5a4,0,0
1875,1875,0,0000,bec34adf,0,0
1876,1876,0,0000,12358789,0,0
1877,1877,0,0000,61856fbe,0,0
1878,1878,0,0000,9543461f,0,0
1879,1879,0,0000,0e377d89,0,0
1880,1880,0,0000,d1ac27b2,0,0
1881,1881,0,0000,597ee4ea,0,0
1882,1882,0,0000,f41cd605,0,0
1883,1883,0,0000,95bc394a,0,0
1884,1884,0,0000,0e3b7d8b,0,0
1885,1885,0,0000,d35c279a,0,0
1886,1886,0,0000,73bee8ca,0,0
1887,1887,0,0000,f61e2985,0,0
1888,1888,0,0000,bd943546,0,0
1889,1889,0,0000,22198f7b,0,0
1890,1890,0,0000,acf6cd56,0,0
1891,1891,0,0000,73b0e837,0,0
1892,1892,0,0000,f4c629a1,0,0
1893,1893,0,0000,9b743b96,0,0
1894,1894,0,0000,df9b5a3b,0,0
1895,1895,0,0000,88d2c358,0,0
1896,1896,0,0000,ad6232ef,0,0
1897,1897,0,0000,61a0ef4f,0,0
1898,1898,0,0000,9b8744c1,0,0
1899,1899,0,0000,dd675a11,0,0
1900,1900,0,0000,a0e2cf50,0,0
1901,1901,0,0000,85a0c14f,0,0
1902,1902,0,0000,4b8a1cc3,0,0
1903,1903,0,0000,9f8dba3d,0,0
1904,1904,0,0000,8eef422d,0,0
1905,1905,0,0000,df462561,0,0
1906,1906,0,0000,8776c196,0,0
1907,1907,0,0000,6fb21237,0,0
1908,1908,0,0000,44ef61ad,0,0
1909,1909,0,0000,57499963,0,0
1910,1910,0,0000,25b0f1b7,0,0
1911,1911,0,0000,ccc2dda0,0,0
1912,1912,0,0000,fa27ab8e,0,0
1913,1913,0,0000,46e01ed0,0,0
1914,1914,0,0000,7d859541,0,0
1915,1915,0,0000,25420e1f,0,0
1916,1916,0,0000,ce2add8c,0,0
1917,1917,0,0000,d407a6fe,0,0
1918,1918,0,0000,1162f810,0,0
1919,1919,0,0000,51a9674c,0,0
1920,1920,0,0000,5830e4f7,0,0
1921,1921,0,0000,e8c4d3a1,0,0
1922,1922,0,0000,2b5d739a,0,0
1923,1923,0,0000,13a6f8ce,0,0
1924,1924,0,0000,72f968d4,0,0
1925,1925,0,0000,e9722c17,0,0
1926,1926,0,0000,36e5762e,0,0
1927,1927,0,0000,bcc7b55e,0,0
1928,1928,0,0000,3b658b91,0,0
1929,1929,0,0000,58c79b5e,0,0
1930,1930,0,0000,eb68d393,0,0
1931,1931,0,0000,1a2d7b72,0,0
1932,1932,0,0000,c5655eee,0,0
1933,1933,0,0000,40cb9f5c,0,0
1934,1934,0,0000,099983bb,0,0
1935,1935,0,0000,b0f43756,0,0
1936,1936,0,0000,c399a03b,0,0
1937,1937,0,0000,38fb8b54,0,0
1938,1938,0,0000,615f901a,0,0
1939,1939,0,0000,9b8b44c3,0,0
1940,1940,0,0000,df975a39,0,0
