Sample in Buffer,Sample in Window,TRIGGER,design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxcharisk_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxdata_1[31:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxdisperr_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxnotintable_1[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,BINARY,HEX,HEX,HEX
627,627,0,0000,ff74d569,0,0
628,628,0,0000,0f9c023a,0,0
629,629,0,0000,c9b02348,0,0
630,630,0,0000,bccfb5a2,0,0
631,631,0,0000,38c58ba1,0,0
632,632,0,0000,6b47939e,0,0
633,633,0,0000,176b7993,0,0
634,634,0,0000,2a1d737a,0,0
635,635,0,0000,0da6fd4e,0,0
636,636,0,0000,eaf82cd4,0,0
637,637,0,0000,096d7c12,0,0
638,638,0,0000,b364376e,0,0
639,639,0,0000,f8d9ab5b,0,0
640,640,0,0000,6ef812d4,0,0
641,641,0,0000,59676411,0,0
642,642,0,0000,f0e8d753,0,0
643,643,0,0000,c62c2172,0,0
644,644,0,0000,757f96ea,0,0
645,645,0,0000,840a3e03,0,0
646,646,0,0000,5382183f,0,0
647,647,0,0000,7c2cea0d,0,0
648,648,0,0000,3d760ae9,0,0
649,649,0,0000,27bb8e34,0,0
650,650,0,0000,e75ed19a,0,0
651,651,0,0000,e39550c6,0,0
652,652,0,0000,ba094b7c,0,0
653,653,0,0000,4bbd9c35,0,0
654,654,0,0000,9621b98f,0,0
655,655,0,0000,379f76c5,0,0
656,656,0,0000,a98fb342,0,0
657,657,0,0000,36c4f621,0,0
658,658,0,0000,b353b798,0,0
659,659,0,0000,f175a8e9,0,0
660,660,0,0000,d788263c,0,0
661,661,0,0000,2faef232,0,0
662,662,0,0000,415ae0e4,0,0
663,663,0,0000,1acd84dd,0,0
664,664,0,0000,c0e55fae,0,0
665,665,0,0000,04cb815c,0,0
666,666,0,0000,599c1bba,0,0
667,667,0,0000,f1b4d749,0,0
668,668,0,0000,dd9c25ba,0,0
669,669,0,0000,a1becf4a,0,0
670,670,0,0000,9e10c587,0,0
671,671,0,0000,9f4b4563,0,0
672,672,0,0000,859741b9,0,0
673,673,0,0000,42261f71,0,0
674,674,0,0000,26fd8ed5,0,0
675,675,0,0000,f826d40e,0,0
676,676,0,0000,6ef412d6,0,0
677,677,0,0000,5b976439,0,0
678,678,0,0000,da28db73,0,0
679,679,0,0000,c42edef2,0,0
680,680,0,0000,5d579ae6,0,0
681,681,0,0000,a828ccf3,0,0
682,682,0,0000,2c28f2f3,0,0
683,683,0,0000,7c22eaf0,0,0
684,684,0,0000,3fae0acd,0,0
685,685,0,0000,015b80e4,0,0
686,686,0,0000,1adc04da,0,0
687,687,0,0000,c7b15ec8,0,0
688,688,0,0000,64db91a4,0,0
689,689,0,0000,dedb5adb,0,0
690,690,0,0000,96d2c6d8,0,0
691,691,0,0000,356376ef,0,0
692,692,0,0000,81bfbf4a,0,0
693,693,0,0000,1e060581,0,0
694,694,0,0000,99794414,0,0
695,695,0,0000,f57f5615,0,0
696,696,0,0000,84003e00,0,0
697,697,0,0000,500a1803,0,0
698,698,0,0000,438ce03d,0,0
699,699,0,0000,3ef58a29,0,0
700,700,0,0000,1b87843e,0,0
701,701,0,0000,dd6d5a12,0,0
702,702,0,0000,a36acf6c,0,0
703,703,0,0000,ba00cb7f,0,0
704,704,0,0000,48099c03,0,0
705,705,0,0000,a3b1b037,0,0
706,706,0,0000,b4dcc9a5,0,0
707,707,0,0000,9fb9bacb,0,0
708,708,0,0000,877f4195,0,0
709,709,0,0000,6c061201,0,0
710,710,0,0000,717f6815,0,0
711,711,0,0000,d40a2603,0,0
712,712,0,0000,1386f83e,0,0
713,713,0,0000,7d796a14,0,0
714,714,0,0000,25720e17,0,0
715,715,0,0000,c6eade2c,0,0
716,716,0,0000,7e07957e,0,0
717,717,0,0000,196a0413,0,0
718,718,0,0000,f209577c,0,0
719,719,0,0000,ebb82c34,0,0
720,720,0,0000,176d7992,0,0
721,721,0,0000,2b65736e,0,0
722,722,0,0000,18c6fb5e,0,0
723,723,0,0000,eb795394,0,0
724,724,0,0000,1d797a14,0,0
725,725,0,0000,a5754e16,0,0
726,726,0,0000,c78cde3d,0,0
727,727,0,0000,6eff922a,0,0
728,728,0,0000,580b6403,0,0
729,729,0,0000,e398d03b,0,0
730,730,0,0000,b8ed4b52,0,0
731,731,0,0000,676d916d,0,0
732,732,0,0000,eb63536f,0,0
733,733,0,0000,19b17b48,0,0
734,734,0,1000,fcd555a6,0,0
735,735,0,0000,3c080afc,0,0
736,736,0,0000,33a38830,0,0
737,737,0,0000,f3bfa8ca,0,0
738,738,0,0000,f6002980,0,0
739,739,0,0000,b80c3402,0,0
740,740,0,0000,62f9902b,0,0
741,741,0,0000,a9734c17,0,0
742,742,0,0000,36f4f629,0,0
743,743,0,0000,bb93b438,0,0
744,744,0,0000,5b759b69,0,0
745,745,0,0000,df80da3f,0,0
746,746,0,0000,8c0ec202,0,0
747,747,0,0000,f2d22827,0,0
748,748,0,0000,e5642eee,0,0
749,749,0,0000,c0dd5f5a,0,0
750,750,0,0000,0fab82cc,0,0
751,751,0,0000,c01c20fa,0,0
752,752,0,0000,05bf814a,0,0
753,753,0,0000,4e0c1d82,0,0
754,754,0,0000,daf5a429,0,0
755,755,0,0000,cb8adc3c,0,0
756,756,0,0000,9f87ba3e,0,0
757,757,0,0000,8d674211,0,0
758,758,0,0000,e0e62f51,0,0
759,759,0,0000,84f54156,0,0
760,760,0,0000,538e183d,0,0
761,761,0,0000,7edcea25,0,0
762,762,0,0000,17b606c9,0,0
763,763,0,0000,25b971b4,0,0
764,764,0,0000,cf76dd96,0,0
765,765,0,0000,cfb7a236,0,0
766,766,0,0000,c5a3a1b0,0,0
767,767,0,0000,4bb39cc8,0,0
768,768,0,0000,94f9b9ab,0,0
769,769,0,0000,117f7815,0,0
770,770,0,0000,540d6602,0,0
771,771,0,0000,12e0f82f,0,0
772,772,0,0000,6d816d40,0,0
773,773,0,0000,64136e07,0,0
774,774,0,0000,d77b596b,0,0
775,775,0,0000,2d52f218,0,0
776,776,0,0000,696aecec,0,0
777,777,0,0000,320f777d,0,0
778,778,0,0000,eacfac22,0,0
779,779,0,0000,00c17fa0,0,0
780,780,0,0000,0a140386,0,0
781,781,0,0000,8e103d78,0,0
782,782,0,0000,df4a2563,0,0
783,783,0,0000,8586c1be,0,0
784,784,0,0000,45721e17,0,0
785,785,0,0000,46ed9e2d,0,0
786,786,0,0000,7f61956f,0,0
787,787,0,0000,09920347,0,0
788,788,0,0000,b368376c,0,0
789,789,0,0000,fa29ab73,0,0
790,790,0,0000,44381ef4,0,0
791,791,0,0000,5b659b91,0,0
792,792,0,0000,d8c0db5f,0,0
793,793,0,0000,ea0ed382,0,0
794,794,0,0000,0ad57c26,0,0
795,795,0,0000,84043efe,0,0
796,796,0,0000,515a181b,0,0
797,797,0,0000,5acce4dd,0,0
798,798,0,0000,c0f4dfa9,0,0
799,799,0,0000,039f803a,0,0
800,800,0,0000,398c0b42,0,0
801,801,0,0000,76f39628,0,0
802,802,0,0000,bafa342b,0,0
803,803,0,0000,49419c1f,0,0
804,804,0,0000,be11b587,0,0
805,805,0,0000,1f5d8565,0,0
806,806,0,0000,83a540ce,0,0
807,807,0,0000,32ce08dd,0,0
808,808,0,0000,e0dbafa4,0,0
809,809,0,0000,8ed142d8,0,0
810,810,0,0000,d55e26e5,0,0
811,811,0,0000,0b96fcc6,0,0
812,812,0,0000,9a383b74,0,0
813,813,0,0000,c36b5f93,0,0
814,814,0,0000,3a138b78,0,0
815,815,0,0000,4f7f9d6a,0,0
816,816,0,0000,cc09a203,0,0
817,817,0,0000,f3bba834,0,0
818,818,0,0000,f7502998,0,0
819,819,0,0000,a14c30e2,0,0
820,820,0,0000,9cf8c5ab,0,0
821,821,0,0000,b16b4813,0,0
822,822,0,0000,d215a779,0,0
823,823,0,0000,6e0aed7c,0,0
824,824,0,0000,5b8f643d,0,0
825,825,0,0000,dec8da23,0,0
826,826,0,0000,91aec7b2,0,0
827,827,0,0000,595364e7,0,0
828,828,0,0000,f978d4eb,0,0
829,829,0,0000,756c1612,0,0
830,830,0,0000,83763f69,0,0
831,831,0,0000,3fb20a37,0,0
832,832,0,0000,04eb81ac,0,0
833,833,0,0000,561c197a,0,0
834,834,0,0000,3db4f549,0,0
835,835,0,0000,2d938db8,0,0
836,836,0,0000,637eef6a,0,0
837,837,0,0000,bc1f4a05,0,0
838,838,0,0000,35858941,0,0
839,839,0,0000,8547be1e,0,0
840,840,0,0000,4f661d91,0,0
841,841,0,0000,c8fda355,0,0
842,842,0,0000,a02bb00c,0,0
843,843,0,0000,8c14c2f9,0,0
844,844,0,0000,f61a297b,0,0
845,845,0,0000,bcc4355e,0,0
846,846,0,0000,3b598b9b,0,0
847,847,0,0000,52f798d6,0,0
848,848,0,0000,6ba8ec33,0,0
849,849,0,0000,102778f1,0,0
850,850,0,0000,4eed62d2,0,0
851,851,0,0000,df61a56f,0,0
852,852,0,0000,899ac344,0,0
853,853,0,0000,b0c2375f,0,0
854,854,0,0000,ca21a38f,0,0
855,855,0,0000,879bbec4,0,0
856,856,0,0000,68d61359,0,0
857,857,0,0000,2c3f72f5,0,0
858,858,0,0000,7a0eeb82,0,0
859,859,0,0000,4ade1c25,0,0
860,860,0,0000,879dbec5,0,0
861,861,0,0000,69ae134d,0,0
862,862,0,0000,395f74e5,0,0
863,863,0,0000,7b8f94c2,0,0
864,864,0,0000,5eca1a23,0,0
865,865,0,0000,918cc7bd,0,0
866,866,0,0000,56fb662b,0,0
867,867,0,0000,3958f41b,0,0
868,868,0,0000,7ae394d0,0,0
869,869,0,0000,4dba1d4b,0,0
870,870,0,0000,ef4dad9d,0,0
871,871,0,0000,44e961ac,0,0
872,872,0,0000,56319977,0,0
873,873,0,0000,30d0f7a7,0,0
874,874,0,0000,cd43a2e0,0,0
875,875,0,0000,ee33ad88,0,0
876,876,0,0000,50f167a8,0,0
877,877,0,0000,42d0e027,0,0
878,878,0,0000,25458ee1,0,0
879,879,0,0000,cf46dd9e,0,0
880,880,0,0000,c777a196,0,0
881,881,0,0000,6fa39230,0,0
882,882,0,0000,43bb60cb,0,0
883,883,0,0000,3759899b,0,0
884,884,0,0000,a2f7b0d6,0,0
885,885,0,0000,aba4cc31,0,0
886,886,0,0000,12d8f8db,0,0
887,887,0,0000,66e16ed0,0,0
888,888,0,0000,fd935547,0,0
889,889,0,0000,23700f68,0,0
890,890,0,0000,bec2ca20,0,0
891,891,0,0000,1221878f,0,0
892,892,0,0000,67956ec6,0,0
893,893,0,0000,ea03537f,0,0
894,894,0,0000,08317c08,0,0
895,895,0,0000,a8d433a6,0,0
896,896,0,0000,2c18f2fb,0,0
897,897,0,0000,74e2e950,0,0
898,898,0,0000,95ae394d,0,0
899,899,0,0000,09537ce7,0,0
900,900,0,0000,b97c34ea,0,0
901,901,0,0000,7439960b,0,0
902,902,0,0000,9b723b97,0,0
903,903,0,0000,dee35a2f,0,0
904,904,0,0000,9db2c548,0,0
905,905,0,0000,ace34daf,0,0
906,906,0,0000,75b4e949,0,0
907,907,0,0000,8d963db9,0,0
908,908,0,0000,e2322f77,0,0
909,909,0,0000,a0e54fae,0,0
910,910,0,0000,84ccc15d,0,0
911,911,0,0000,58fa1bab,0,0
912,912,0,0000,e14cd01d,0,0
913,913,0,0000,9cfd45aa,0,0
914,914,0,0000,b02f480d,0,0
915,915,0,0000,cd45a2e1,0,0
916,916,0,0000,ef4bad9c,0,0
917,917,0,0000,459161b8,0,0
918,918,0,0000,43519f67,0,0
919,919,0,0000,315188e7,0,0
920,920,0,0000,d957a4e6,0,0
921,921,0,0000,f822d4f0,0,0
922,922,0,0000,6fa412ce,0,0
923,923,0,0000,42d760d9,0,0
924,924,0,0000,24298ef3,0,0
925,925,0,0000,dc36daf6,0,0
926,926,0,0000,b9b6cbb6,0,0
927,927,0,0000,7db195b7,0,0
928,928,0,0000,2cd20da7,0,0
929,929,0,0000,7d6aeaec,0,0
930,930,0,0000,220e0f7d,0,0
931,931,0,0000,aadacc24,0,0
932,932,0,0000,06c0fedf,0,0
933,933,0,0000,72001780,0,0
934,934,0,0000,e8062c01,0,0
935,935,0,0000,21757016,0,0
936,936,0,0000,9786c63e,0,0
937,937,0,0000,2d737217,0,0
938,938,0,0000,66feee2a,0,0
939,939,0,0000,f81f5405,0,0
940,940,0,0000,65801140,0,0
941,941,0,0000,c4075e01,0,0
942,942,0,0000,51639810,0,0
943,943,0,0000,51b8e74b,0,0
944,944,0,0000,5f64e591,0,0
945,945,0,0000,88d4c359,0,0
946,946,0,0000,ac1a32fb,0,0
947,947,0,0000,74c0e95f,0,0
948,948,0,0000,9a063b81,0,0
949,949,0,0000,c9735c17,0,0
950,950,0,0000,b6f3b628,0,0
951,951,0,0000,baf5b429,0,0
952,952,0,0000,4b8d9c3d,0,0
953,953,0,0000,9ee1ba2f,0,0
954,954,0,0000,9d9f4545,0,0
955,955,0,0000,a1874f41,0,0
956,956,0,0000,9564c611,0,0
957,957,0,0000,00db7f5b,0,0
958,958,0,0000,0edc02da,0,0
959,959,0,0000,d7b026c8,0,0
960,960,0,0000,24cef1a2,0,0
961,961,0,0000,d8dadba4,0,0
962,962,0,0000,eec6d2de,0,0
963,963,0,0000,53756796,0,0
964,964,0,0000,7f80ea3f,0,0
965,965,0,0000,0c060201,0,0
966,966,0,0000,f1782814,0,0
967,967,0,0000,d56c2612,0,0
968,968,0,0000,037eff6a,0,0
969,969,0,0000,3c180a04,0,0
970,970,0,0000,34e38950,0,0
971,971,0,0000,95bfb94a,0,0
972,972,0,0000,0e077d81,0,0
973,973,0,0000,d96c2412,0,0
974,974,0,0000,f37ed76a,0,0
975,975,0,0000,fc142a06,0,0
976,976,0,0000,361c097a,0,0
977,977,0,0000,bdb3b548,0,0
978,978,0,0000,2cf58da9,0,0
979,979,0,0000,7386e83e,0,0
980,980,0,0000,fd7e2a15,0,0
981,981,0,0000,24140e06,0,0
982,982,0,0000,d612d978,0,0
983,983,0,0000,3f66f56e,0,0
984,984,0,0000,08fb8354,0,0
985,985,0,0000,a15c301a,0,0
986,986,0,0000,9bb8c4cb,0,0
987,987,0,0000,d76b5993,0,0
988,988,0,0000,2a12f378,0,0
989,989,0,0000,0f6afd6c,0,0
990,990,0,0000,ca08237c,0,0
991,991,0,0000,8bafbc32,0,0
992,992,0,0000,914638e1,0,0
993,993,0,0000,5f736597,0,0
994,994,0,0000,8ef8c22b,0,0
995,995,0,0000,d96a2413,0,0
996,996,0,0000,f206d77e,0,0
997,997,0,0000,e9742c16,0,0
998,998,0,0000,379d763a,0,0
999,999,0,0000,a9a7b34e,0,0
1000,1000,0,0000,3ae4f4d1,0,0
1001,1001,0,0000,4cd39d58,0,0
1002,1002,0,0000,fd79aaeb,0,0
1003,1003,0,0000,25780e14,0,0
1004,1004,0,0000,c562de10,0,0
1005,1005,0,0000,41a79f4e,0,0
1006,1006,0,0000,1ae984d3,0,0
1007,1007,0,0000,ce355d76,0,0
1008,1008,0,0000,d18ba7bc,0,0
1009,1009,0,0000,5792e638,0,0
1010,1010,0,0000,2b6cf36d,0,0
1011,1011,0,0000,1b72fb68,0,0
1012,1012,0,0000,dee95a2c,0,0
1013,1013,0,0000,9e3ac574,0,0
1014,1014,0,0000,9343479f,0,0
1015,1015,0,0000,76376989,0,0
1016,1016,0,0000,b1aa37b3,0,0
1017,1017,0,0000,d801a4ff,0,0
1018,1018,0,0000,e01ad004,0,0
1019,1019,0,0000,84c5415e,0,0
1020,1020,0,0000,5b4e1b9d,0,0
1021,1021,0,0000,d4dcd9a5,0,0
1022,1022,0,0000,1fbefaca,0,0
1023,1023,0,0000,86194184,0,0
1024,1024,0,0000,7cfe1555,0,0
1025,1025,0,0000,301e0805,0,0
1026,1026,0,0000,c59ba144,0,0
1027,1027,0,0000,40d39f58,0,0
1028,1028,0,0000,0d7982eb,0,0
1029,1029,0,0000,e5742e16,0,0
1030,1030,0,0000,c79d5e3a,0,0
1031,1031,0,0000,69ab934c,0,0
1032,1032,0,0000,381b74fb,0,0
1033,1033,0,0000,64df915a,0,0
1034,1034,0,0000,df8b5ac3,0,0
1035,1035,0,0000,8f92c238,0,0
1036,1036,0,0000,cb62236f,0,0
1037,1037,0,0000,99a7bb4e,0,0
1038,1038,0,0000,fae754d1,0,0
1039,1039,0,0000,4ce01d50,0,0
1040,1040,0,0000,f585a941,0,0
1041,1041,0,0000,85483e1c,0,0
1042,1042,0,0000,4daa1db3,0,0
1043,1043,0,0000,e80dacfd,0,0
1044,1044,0,0000,22e9702c,0,0
1045,1045,0,0000,ae36cd76,0,0
1046,1046,0,0000,51b0e7b7,0,0
1047,1047,0,0000,5cc4e5a1,0,0
1048,1048,0,0000,bb54cb99,0,0
1049,1049,0,0000,501998fb,0,0
1050,1050,0,0000,44f0e157,0,0
1051,1051,0,0000,52c59821,0,0
1052,1052,0,0000,6340ef9f,0,0
1053,1053,0,0000,b6074981,0,0
1054,1054,0,0000,b965b411,0,0
1055,1055,0,0000,70cd975d,0,0
1056,1056,0,0000,c8e223af,0,0
1057,1057,0,0000,a5a7b14e,0,0
1058,1058,0,0000,cae4dcd1,0,0
1059,1059,0,0000,8cdfbd5a,0,0
1060,1060,0,0000,ff862ac1,0,0
1061,1061,0,0000,0d740216,0,0
1062,1062,0,0000,e7902e38,0,0
1063,1063,0,0000,eb4d5362,0,0
1064,1064,0,0000,14e979ac,0,0
1065,1065,0,0000,16357976,0,0
1066,1066,0,0000,318577be,0,0
1067,1067,0,0000,d547a61e,0,0
1068,1068,0,0000,0f62fd90,0,0
1069,1069,0,0000,c9a8234c,0,0
1070,1070,0,0000,b82fb4f2,0,0
1071,1071,0,0000,6d4592e1,0,0
1072,1072,0,0000,6f436d9f,0,0
1073,1073,0,0000,463b618b,0,0
1074,1074,0,0000,7359979b,0,0
1075,1075,0,0000,f2f228d7,0,0
1076,1076,0,0000,eae42c2e,0,0
1077,1077,0,0000,0cdd7d5a,0,0
1078,1078,0,0000,ffa42ace,0,0
1079,1079,0,0000,02dc00da,0,0
1080,1080,0,0000,27b00ec8,0,0
1081,1081,0,0000,e4c2d1a0,0,0
1082,1082,0,0000,da255b8e,0,0
1083,1083,0,0000,c6cadedc,0,0
1084,1084,0,0000,718797be,0,0
1085,1085,0,0000,d56a2613,0,0
1086,1086,0,0000,0206ff7e,0,0
1087,1087,0,0000,29780c14,0,0
1088,1088,0,0000,3562f610,0,0
1089,1089,0,0000,81abbf4c,0,0
1090,1090,0,0000,181604f9,0,0
1091,1091,0,0000,e6395174,0,0
1092,1092,0,0000,f3795794,0,0
1093,1093,0,0000,fd782a14,0,0
1094,1094,0,0000,256c0e12,0,0
1095,1095,0,0000,c372df68,0,0
1096,1096,0,0000,3ee78a2e,0,0
1097,1097,0,0000,1cef8552,0,0
1098,1098,0,0000,b74d4962,0,0
1099,1099,0,0000,a4edb1ad,0,0
1100,1100,0,0000,d76cd96d,0,0
1101,1101,0,0000,2b7ef36a,0,0
1102,1102,0,0000,1c1afa04,0,0
1103,1103,0,0000,b4c9495c,0,0
1104,1104,0,0000,99bdbbb5,0,0
1105,1105,0,0000,fe2f558d,0,0
1106,1106,0,0000,154006e0,0,0
1107,1107,0,0000,0e017d80,0,0
1108,1108,0,0000,d8142406,0,0
1109,1109,0,0000,e61ed17a,0,0
1110,1110,0,0000,fd955546,0,0
1111,1111,0,0000,22080f7c,0,0
1112,1112,0,0000,aba2cc30,0,0
1113,1113,0,0000,13a0f8cf,0,0
1114,1114,0,0000,738168c0,0,0
1115,1115,0,0000,fc122a07,0,0
1116,1116,0,0000,3764096e,0,0
1117,1117,0,0000,a8d3b358,0,0
1118,1118,0,0000,2d74f2e9,0,0
1119,1119,0,0000,6792ee38,0,0
1120,1120,0,0000,eb6f536d,0,0
1121,1121,0,0000,1b417b60,0,0
1122,1122,0,0000,d6155986,0,0
1123,1123,0,0000,3e0af57c,0,0
1124,1124,0,0000,1b8b843c,0,0
1125,1125,0,0000,df9d5a3a,0,0
1126,1126,0,0000,89aac34c,0,0
1127,1127,0,0000,b80234ff,0,0
1128,1128,0,0000,6021900f,0,0
1129,1129,0,0000,8f9342c7,0,0
1130,1130,0,0000,cb762369,0,0
1131,1131,0,0000,9fb7ba36,0,0
1132,1132,0,0000,85a741b1,0,0
1133,1133,0,0000,4ae61cd1,0,0
1134,1134,0,0000,8cfdbd55,0,0
1135,1135,0,0000,f02e280d,0,0
1136,1136,0,0000,cd5422e6,0,0
1137,1137,0,0000,e81facfa,0,0
1138,1138,0,0000,25817140,0,0
1139,1139,0,0000,c416de06,0,0
1140,1140,0,0000,56379976,0,0
1141,1141,0,0000,31a8f7b3,0,0
1142,1142,0,0000,d823a4f0,0,0
1143,1143,0,0000,efb2d2c8,0,0
1144,1144,0,0000,44e561ae,0,0
1145,1145,0,0000,54c1995f,0,0
1146,1146,0,0000,1a10fb87,0,0
1147,1147,0,0000,cf415d60,0,0
1148,1148,0,0000,c61ba184,0,0
1149,1149,0,0000,7cd39558,0,0
1150,1150,0,0000,3d7a0aeb,0,0
1151,1151,0,0000,254b8e1c,0,0
1152,1152,0,0000,cd9eddba,0,0
1153,1153,0,0000,e197af46,0,0
1154,1154,0,0000,92214770,0,0
1155,1155,0,0000,679f6ec5,0,0
1156,1156,0,0000,e98b5343,0,0
1157,1157,0,0000,37917638,0,0
1158,1158,0,0000,ab57b366,0,0
1159,1159,0,0000,1024f8f1,0,0
1160,1160,0,0000,4ed162d8,0,0
1161,1161,0,0000,d551a6e7,0,0
1162,1162,0,0000,095afce4,0,0
1163,1163,0,0000,bac834dc,0,0
1164,1164,0,0000,41a99fb3,0,0
1165,1165,0,0000,183184f7,0,0
1166,1166,0,0000,e8d553a6,0,0
1167,1167,0,0000,2c0972fc,0,0
1168,1168,0,0000,73b6e836,0,0
1169,1169,0,0000,f5be29b5,0,0
1170,1170,0,0000,8e143d86,0,0
1171,1171,0,0000,de1a257b,0,0
1172,1172,0,0000,9cc6c55e,0,0
1173,1173,0,0000,bb734b97,0,0
1174,1174,0,0000,5ef59a29,0,0
1175,1175,0,0000,9b80c43f,0,0
1176,1176,0,0000,dc0b5a03,0,0
1177,1177,0,0000,b392c838,0,0
1178,1178,0,0000,fb61ab6f,0,0
1179,1179,0,0000,59981b44,0,0
1180,1180,0,0000,f0e4d751,0,0
1181,1181,0,0000,c4dc215a,0,0
1182,1182,0,0000,5fbf9aca,0,0
1183,1183,0,0000,8608c183,0,0
1184,1184,0,0000,7baa1433,0,0
1185,1185,0,0000,500e18fd,0,0
1186,1186,0,0000,42dce025,0,0
1187,1187,0,0000,27b58ec9,0,0
1188,1188,0,0000,e586d1be,0,0
1189,1189,0,0000,c5755e16,0,0
1190,1190,0,0000,478b9e3c,0,0
1191,1191,0,0000,6f99923b,0,0
1192,1192,0,0000,48f36357,0,0
1193,1193,0,0000,a2f9b02b,0,0
1194,1194,0,0000,a97ccc15,0,0
1195,1195,0,0000,3438f60b,0,0
1196,1196,0,0000,9b63bb90,0,0
1197,1197,0,0000,d9b75b49,0,0
1198,1198,0,0000,fda2d5b0,0,0
1199,1199,0,0000,2ba40cce,0,0
1200,1200,0,0000,12d2f8d8,0,0
1201,1201,0,0000,65696eec,0,0
1202,1202,0,0000,c2335f77,0,0
1203,1203,0,0000,20f38fa8,0,0
1204,1204,0,0000,82fec02a,0,0
1205,1205,0,0000,28120c07,0,0
1206,1206,0,0000,276af16c,0,0
1207,1207,0,0000,ea0ad37c,0,0
1208,1208,0,0000,0b857c3e,0,0
1209,1209,0,0000,9d443a1e,0,0
1210,1210,0,0000,af5b4d9b,0,0
1211,1211,0,0000,42d4e0d9,0,0
1212,1212,0,0000,24158ef9,0,0
1213,1213,0,0000,d606d97e,0,0
1214,1214,0,0000,3976f416,0,0
1215,1215,0,0000,77bb9634,0,0
1216,1216,0,0000,a75a319b,0,0
1217,1217,0,0000,e2c0d0df,0,0
1218,1218,0,0000,a20d4f82,0,0
1219,1219,0,0000,aaeccc2d,0,0
1220,1220,0,0000,0f78fd6b,0,0
1221,1221,0,0000,cd602210,0,0
1222,1222,0,0000,e18faf42,0,0
1223,1223,0,0000,96c14620,0,0
1224,1224,0,0000,321f7785,0,0
1225,1225,0,0000,ed8fad42,0,0
1226,1226,0,0000,66c16e20,0,0
1227,1227,0,0000,f2135787,0,0
1228,1228,0,0000,ef702d68,0,0
1229,1229,0,0000,4ecd6222,0,0
1230,1230,0,0000,d0e1a7af,0,0
1231,1231,0,0000,459ae144,0,0
1232,1232,0,0000,40cd9f5d,0,0
1233,1233,0,0000,08e183af,0,0
1234,1234,0,0000,a5943146,0,0
1235,1235,0,0000,c218df7b,0,0
1236,1236,0,0000,2cef8d52,0,0
1237,1237,0,0000,774ee962,0,0
1238,1238,0,0000,a4de31a5,0,0
1239,1239,0,0000,df90dac7,0,0
1240,1240,0,0000,8b4ec362,0,0
1241,1241,0,0000,94d239a7,0,0
1242,1242,0,0000,1d637aef,0,0
1243,1243,0,0000,a1bd4f4a,0,0
1244,1244,0,0000,9e2cc58d,0,0
1245,1245,0,0000,957b46eb,0,0
1246,1246,0,0000,05577e19,0,0
1247,1247,0,0000,482c1cf2,0,0
1248,1248,0,0000,ad75b2e9,0,0
1249,1249,0,0000,678cee3d,0,0
1250,1250,0,0000,eef75229,0,0
1251,1251,0,0000,5ba16430,0,0
1252,1252,0,0000,d390d8c7,0,0
1253,1253,0,0000,7b4eeb62,0,0
1254,1254,0,0000,54de19a5,0,0
1255,1255,0,0000,1f9cfac5,0,0
1256,1256,0,0000,89b14348,0,0
1257,1257,0,0000,bcde35a5,0,0
1258,1258,0,0000,3f918ac7,0,0
1259,1259,0,0000,0b578366,0,0
1260,1260,0,0000,902c38f2,0,0
1261,1261,0,0000,4d7b62eb,0,0
1262,1262,0,0000,e559ae1b,0,0
1263,1263,0,0000,caf95cd4,0,0
1264,1264,0,0000,897bbc14,0,0
1265,1265,0,0000,b5563619,0,0
1266,1266,0,0000,8831bcf7,0,0
1267,1267,0,0000,a8de33a5,0,0
1268,1268,0,0000,2f90f2c7,0,0
1269,1269,0,0000,4b42e360,0,0
1270,1270,0,0000,962db98d,0,0
1271,1271,0,0000,356f76ed,0,0
1272,1272,0,0000,834fbf62,0,0
1273,1273,0,0000,34c609a1,0,0
1274,1274,0,0000,9b7bbb94,0,0
1275,1275,0,0000,dd575a19,0,0
1276,1276,0,0000,a822ccf0,0,0
1277,1277,0,0000,2fa0f2cf,0,0
1278,1278,0,0000,4382e0c0,0,0
1279,1279,0,0000,3c2d8a0d,0,0
1280,1280,0,0000,3d678aee,0,0
1281,1281,0,0000,20ef8f52,0,0
1282,1282,0,0000,874ec162,0,0
1283,1283,0,0000,64d211a7,0,0
1284,1284,0,0000,dd6f5aed,0,0
1285,1285,0,0000,a342cf60,0,0
1286,1286,0,0000,b620c98f,0,0
1287,1287,0,0000,b789b6c3,0,0
1288,1288,0,0000,afbdb235,0,0
1289,1289,0,0000,462ce18d,0,0
1290,1290,0,0000,757596e9,0,0
1291,1291,0,0000,87823e3f,0,0
1292,1292,0,0000,6c22120f,0,0
1293,1293,0,0000,7faf6acd,0,0
1294,1294,0,0000,014a00e3,0,0
1295,1295,0,0000,1d8805bc,0,0
1296,1296,0,0000,a7a14e30,0,0
1297,1297,0,0000,e39cd0c5,0,0
1298,1298,0,0000,b9bd4b4a,0,0
1299,1299,0,0000,7e2d958d,0,0
1300,1300,0,0000,156206ef,0,0
