Sample in Buffer,Sample in Window,TRIGGER,sysref,tx_ready,tx_data[127:0],rx_sync_0_OBUF,tx_sync_0_IBUF,rx_valid_1,locked,rst_204,rx_valid,rx_data[127:0]
20,20,0,0,1,6a39eb466a39eb476a39eb486a39eb49,0,1,0,1,0,0,00000000000000000000000000000000
21,21,0,0,1,6a39eb476a39eb486a39eb496a39eb4a,0,1,0,1,0,0,00000000000000000000000000000000
22,22,0,0,1,6a39eb486a39eb496a39eb4a6a39eb4b,0,1,0,1,0,0,00000000000000000000000000000000
23,23,0,0,1,6a39eb496a39eb4a6a39eb4b6a39eb4c,0,1,0,1,0,0,00000000000000000000000000000000
24,24,0,0,1,6a39eb4a6a39eb4b6a39eb4c6a39eb4d,0,1,0,1,0,0,00000000000000000000000000000000
25,25,0,0,1,6a39eb4b6a39eb4c6a39eb4d6a39eb4e,0,1,0,1,0,0,00000000000000000000000000000000
26,26,0,0,1,6a39eb4c6a39eb4d6a39eb4e6a39eb4f,0,1,0,1,0,0,00000000000000000000000000000000
27,27,0,0,1,6a39eb4d6a39eb4e6a39eb4f6a39eb50,0,1,0,1,0,0,00000000000000000000000000000000
28,28,0,0,1,6a39eb4e6a39eb4f6a39eb506a39eb51,0,1,0,1,0,0,00000000000000000000000000000000
29,29,0,0,1,6a39eb4f6a39eb506a39eb516a39eb52,0,1,0,1,0,0,00000000000000000000000000000000
30,30,0,0,1,6a39eb506a39eb516a39eb526a39eb53,0,1,0,1,0,0,00000000000000000000000000000000
31,31,0,0,1,6a39eb516a39eb526a39eb536a39eb54,0,1,0,1,0,0,00000000000000000000000000000000
32,32,0,0,1,6a39eb526a39eb536a39eb546a39eb55,0,1,0,1,0,0,00000000000000000000000000000000
33,33,0,0,1,6a39eb536a39eb546a39eb556a39eb56,0,1,0,1,0,0,00000000000000000000000000000000
34,34,0,0,1,6a39eb546a39eb556a39eb566a39eb57,0,1,0,1,0,0,00000000000000000000000000000000
35,35,0,0,1,6a39eb556a39eb566a39eb576a39eb58,0,1,0,1,0,0,00000000000000000000000000000000
36,36,0,1,1,6a39eb566a39eb576a39eb586a39eb59,0,1,0,1,0,0,00000000000000000000000000000000
37,37,0,1,1,6a39eb576a39eb586a39eb596a39eb5a,0,1,0,1,0,0,00000000000000000000000000000000
38,38,0,1,1,6a39eb586a39eb596a39eb5a6a39eb5b,0,1,0,1,0,0,00000000000000000000000000000000
39,39,0,1,1,6a39eb596a39eb5a6a39eb5b6a39eb5c,0,1,0,1,0,0,00000000000000000000000000000000
40,40,0,1,1,6a39eb5a6a39eb5b6a39eb5c6a39eb5d,0,1,0,1,0,0,00000000000000000000000000000000
41,41,0,1,1,6a39eb5b6a39eb5c6a39eb5d6a39eb5e,0,1,0,1,0,0,00000000000000000000000000000000
42,42,0,1,1,6a39eb5c6a39eb5d6a39eb5e6a39eb5f,0,1,0,1,0,0,00000000000000000000000000000000
43,43,0,1,1,6a39eb5d6a39eb5e6a39eb5f6a39eb60,0,1,0,1,0,0,00000000000000000000000000000000
44,44,0,1,1,6a39eb5e6a39eb5f6a39eb606a39eb61,0,1,0,1,0,0,00000000000000000000000000000000
45,45,0,1,1,6a39eb5f6a39eb606a39eb616a39eb62,0,1,0,1,0,0,00000000000000000000000000000000
46,46,0,1,1,6a39eb606a39eb616a39eb626a39eb63,0,1,0,1,0,0,00000000000000000000000000000000
47,47,0,1,1,6a39eb616a39eb626a39eb636a39eb64,0,1,0,1,0,0,00000000000000000000000000000000
48,48,0,1,1,6a39eb626a39eb636a39eb646a39eb65,0,1,0,1,0,0,00000000000000000000000000000000
49,49,0,1,1,6a39eb636a39eb646a39eb656a39eb66,0,1,0,1,0,0,00000000000000000000000000000000
50,50,0,1,1,6a39eb646a39eb656a39eb666a39eb67,0,1,0,1,0,0,00000000000000000000000000000000
51,51,0,1,1,6a39eb656a39eb666a39eb676a39eb68,0,1,0,1,0,0,00000000000000000000000000000000
52,52,0,0,1,6a39eb666a39eb676a39eb686a39eb69,0,1,0,1,0,0,00000000000000000000000000000000
53,53,0,0,1,6a39eb676a39eb686a39eb696a39eb6a,0,1,0,1,0,0,00000000000000000000000000000000
54,54,0,0,1,6a39eb686a39eb696a39eb6a6a39eb6b,0,1,0,1,0,0,00000000000000000000000000000000
55,55,0,0,1,6a39eb696a39eb6a6a39eb6b6a39eb6c,0,1,0,1,0,0,00000000000000000000000000000000
56,56,0,0,1,6a39eb6a6a39eb6b6a39eb6c6a39eb6d,0,1,0,1,0,0,00000000000000000000000000000000
57,57,0,0,1,6a39eb6b6a39eb6c6a39eb6d6a39eb6e,0,1,0,1,0,0,00000000000000000000000000000000
58,58,0,0,1,6a39eb6c6a39eb6d6a39eb6e6a39eb6f,0,1,0,1,0,0,00000000000000000000000000000000
59,59,0,0,1,6a39eb6d6a39eb6e6a39eb6f6a39eb70,0,1,0,1,0,0,00000000000000000000000000000000
60,60,0,0,1,6a39eb6e6a39eb6f6a39eb706a39eb71,0,1,0,1,0,0,00000000000000000000000000000000
61,61,0,0,1,6a39eb6f6a39eb706a39eb716a39eb72,0,1,0,1,0,0,00000000000000000000000000000000
62,62,0,0,1,6a39eb706a39eb716a39eb726a39eb73,0,1,0,1,0,0,00000000000000000000000000000000
63,63,0,0,1,6a39eb716a39eb726a39eb736a39eb74,0,1,0,1,0,0,00000000000000000000000000000000
64,64,0,0,1,6a39eb726a39eb736a39eb746a39eb75,0,1,0,1,0,0,00000000000000000000000000000000
65,65,0,0,1,6a39eb736a39eb746a39eb756a39eb76,0,1,0,1,0,0,00000000000000000000000000000000
66,66,0,0,1,6a39eb746a39eb756a39eb766a39eb77,0,1,0,1,0,0,00000000000000000000000000000000
67,67,0,0,1,6a39eb756a39eb766a39eb776a39eb78,0,1,0,1,0,0,00000000000000000000000000000000
68,68,0,1,1,6a39eb766a39eb776a39eb786a39eb79,0,1,0,1,0,0,00000000000000000000000000000000
69,69,0,1,1,6a39eb776a39eb786a39eb796a39eb7a,0,1,0,1,0,0,00000000000000000000000000000000
70,70,0,1,1,6a39eb786a39eb796a39eb7a6a39eb7b,0,1,0,1,0,0,00000000000000000000000000000000
71,71,0,1,1,6a39eb796a39eb7a6a39eb7b6a39eb7c,0,1,0,1,0,0,00000000000000000000000000000000
72,72,0,1,1,6a39eb7a6a39eb7b6a39eb7c6a39eb7d,0,1,0,1,0,0,00000000000000000000000000000000
73,73,0,1,1,6a39eb7b6a39eb7c6a39eb7d6a39eb7e,0,1,0,1,0,0,00000000000000000000000000000000
74,74,0,1,1,6a39eb7c6a39eb7d6a39eb7e6a39eb7f,0,1,0,1,0,0,00000000000000000000000000000000
75,75,0,1,1,6a39eb7d6a39eb7e6a39eb7f6a39eb80,0,1,0,1,0,0,00000000000000000000000000000000
76,76,0,1,1,6a39eb7e6a39eb7f6a39eb806a39eb81,0,1,0,1,0,0,00000000000000000000000000000000
77,77,0,1,1,6a39eb7f6a39eb806a39eb816a39eb82,0,1,0,1,0,0,00000000000000000000000000000000
78,78,0,1,1,6a39eb806a39eb816a39eb826a39eb83,0,1,0,1,0,0,00000000000000000000000000000000
79,79,0,1,1,6a39eb816a39eb826a39eb836a39eb84,0,1,0,1,0,0,00000000000000000000000000000000
80,80,0,1,1,6a39eb826a39eb836a39eb846a39eb85,0,1,0,1,0,0,00000000000000000000000000000000
81,81,0,1,1,6a39eb836a39eb846a39eb856a39eb86,0,1,0,1,0,0,00000000000000000000000000000000
82,82,0,1,1,6a39eb846a39eb856a39eb866a39eb87,0,1,0,1,0,0,00000000000000000000000000000000
83,83,0,1,1,6a39eb856a39eb866a39eb876a39eb88,0,1,0,1,0,0,00000000000000000000000000000000
84,84,0,0,1,6a39eb866a39eb876a39eb886a39eb89,0,1,0,1,0,0,00000000000000000000000000000000
85,85,0,0,1,6a39eb876a39eb886a39eb896a39eb8a,0,1,0,1,0,0,00000000000000000000000000000000
86,86,0,0,1,6a39eb886a39eb896a39eb8a6a39eb8b,0,1,0,1,0,0,00000000000000000000000000000000
87,87,0,0,1,6a39eb896a39eb8a6a39eb8b6a39eb8c,0,1,0,1,0,0,00000000000000000000000000000000
88,88,0,0,1,6a39eb8a6a39eb8b6a39eb8c6a39eb8d,0,1,0,1,0,0,00000000000000000000000000000000
89,89,0,0,1,6a39eb8b6a39eb8c6a39eb8d6a39eb8e,0,1,0,1,0,0,00000000000000000000000000000000
90,90,0,0,1,6a39eb8c6a39eb8d6a39eb8e6a39eb8f,0,1,0,1,0,0,00000000000000000000000000000000
91,91,0,0,1,6a39eb8d6a39eb8e6a39eb8f6a39eb90,0,1,0,1,0,0,00000000000000000000000000000000
92,92,0,0,1,6a39eb8e6a39eb8f6a39eb906a39eb91,0,1,0,1,0,0,00000000000000000000000000000000
93,93,0,0,1,6a39eb8f6a39eb906a39eb916a39eb92,0,1,0,1,0,0,00000000000000000000000000000000
94,94,0,0,1,6a39eb906a39eb916a39eb926a39eb93,0,1,0,1,0,0,00000000000000000000000000000000
95,95,0,0,1,6a39eb916a39eb926a39eb936a39eb94,0,1,0,1,0,0,00000000000000000000000000000000
96,96,0,0,1,6a39eb926a39eb936a39eb946a39eb95,0,1,0,1,0,0,00000000000000000000000000000000
97,97,0,0,1,6a39eb936a39eb946a39eb956a39eb96,0,1,0,1,0,0,00000000000000000000000000000000
98,98,0,0,1,6a39eb946a39eb956a39eb966a39eb97,0,1,0,1,0,0,00000000000000000000000000000000
99,99,0,0,1,6a39eb956a39eb966a39eb976a39eb98,0,1,0,1,0,0,00000000000000000000000000000000
100,100,1,1,1,6a39eb966a39eb976a39eb986a39eb99,0,1,0,1,0,0,00000000000000000000000000000000
101,101,0,1,1,6a39eb976a39eb986a39eb996a39eb9a,0,1,0,1,0,0,00000000000000000000000000000000
102,102,0,1,1,6a39eb986a39eb996a39eb9a6a39eb9b,0,1,0,1,0,0,00000000000000000000000000000000
103,103,0,1,1,6a39eb996a39eb9a6a39eb9b6a39eb9c,0,1,0,1,0,0,00000000000000000000000000000000
104,104,0,1,1,6a39eb9a6a39eb9b6a39eb9c6a39eb9d,0,1,0,1,0,0,00000000000000000000000000000000
105,105,0,1,1,6a39eb9b6a39eb9c6a39eb9d6a39eb9e,0,1,0,1,0,0,00000000000000000000000000000000
106,106,0,1,1,6a39eb9c6a39eb9d6a39eb9e6a39eb9f,0,1,0,1,0,0,00000000000000000000000000000000
107,107,0,1,1,6a39eb9d6a39eb9e6a39eb9f6a39eba0,0,1,0,1,0,0,00000000000000000000000000000000
108,108,0,1,1,6a39eb9e6a39eb9f6a39eba06a39eba1,0,1,0,1,0,0,00000000000000000000000000000000
109,109,0,1,1,6a39eb9f6a39eba06a39eba16a39eba2,0,1,0,1,0,0,00000000000000000000000000000000
110,110,0,1,1,6a39eba06a39eba16a39eba26a39eba3,0,1,0,1,0,0,00000000000000000000000000000000
111,111,0,1,1,6a39eba16a39eba26a39eba36a39eba4,0,1,0,1,0,0,00000000000000000000000000000000
112,112,0,1,1,6a39eba26a39eba36a39eba46a39eba5,0,1,0,1,0,0,00000000000000000000000000000000
113,113,0,1,1,6a39eba36a39eba46a39eba56a39eba6,0,1,0,1,0,0,00000000000000000000000000000000
114,114,0,1,1,6a39eba46a39eba56a39eba66a39eba7,0,1,0,1,0,0,00000000000000000000000000000000
115,115,0,1,1,6a39eba56a39eba66a39eba76a39eba8,0,1,0,1,0,0,00000000000000000000000000000000
116,116,0,0,1,6a39eba66a39eba76a39eba86a39eba9,0,1,0,1,0,0,00000000000000000000000000000000
117,117,0,0,1,6a39eba76a39eba86a39eba96a39ebaa,0,1,0,1,0,0,00000000000000000000000000000000
118,118,0,0,1,6a39eba86a39eba96a39ebaa6a39ebab,0,1,0,1,0,0,00000000000000000000000000000000
119,119,0,0,1,6a39eba96a39ebaa6a39ebab6a39ebac,0,1,0,1,0,0,00000000000000000000000000000000
120,120,0,0,1,6a39ebaa6a39ebab6a39ebac6a39ebad,0,1,0,1,0,0,00000000000000000000000000000000
121,121,0,0,1,6a39ebab6a39ebac6a39ebad6a39ebae,0,1,0,1,0,0,00000000000000000000000000000000
122,122,0,0,1,6a39ebac6a39ebad6a39ebae6a39ebaf,0,1,0,1,0,0,00000000000000000000000000000000
123,123,0,0,1,6a39ebad6a39ebae6a39ebaf6a39ebb0,0,1,0,1,0,0,00000000000000000000000000000000
124,124,0,0,1,6a39ebae6a39ebaf6a39ebb06a39ebb1,0,1,0,1,0,0,00000000000000000000000000000000
125,125,0,0,1,6a39ebaf6a39ebb06a39ebb16a39ebb2,0,1,0,1,0,0,00000000000000000000000000000000
126,126,0,0,1,6a39ebb06a39ebb16a39ebb26a39ebb3,0,1,0,1,0,0,00000000000000000000000000000000
127,127,0,0,1,6a39ebb16a39ebb26a39ebb36a39ebb4,0,1,0,1,0,0,00000000000000000000000000000000
128,128,0,0,1,6a39ebb26a39ebb36a39ebb46a39ebb5,0,1,0,1,0,0,00000000000000000000000000000000
129,129,0,0,1,6a39ebb36a39ebb46a39ebb56a39ebb6,0,1,0,1,0,0,00000000000000000000000000000000
130,130,0,0,1,6a39ebb46a39ebb56a39ebb66a39ebb7,0,1,0,1,0,0,00000000000000000000000000000000
131,131,0,0,1,6a39ebb56a39ebb66a39ebb76a39ebb8,0,1,0,1,0,0,00000000000000000000000000000000
132,132,0,1,1,6a39ebb66a39ebb76a39ebb86a39ebb9,0,1,0,1,0,0,00000000000000000000000000000000
133,133,0,1,1,6a39ebb76a39ebb86a39ebb96a39ebba,0,1,0,1,0,0,00000000000000000000000000000000
134,134,0,1,1,6a39ebb86a39ebb96a39ebba6a39ebbb,0,1,0,1,0,0,00000000000000000000000000000000
135,135,0,1,1,6a39ebb96a39ebba6a39ebbb6a39ebbc,0,1,0,1,0,0,00000000000000000000000000000000
136,136,0,1,1,6a39ebba6a39ebbb6a39ebbc6a39ebbd,0,1,0,1,0,0,00000000000000000000000000000000
137,137,0,1,1,6a39ebbb6a39ebbc6a39ebbd6a39ebbe,0,1,0,1,0,0,00000000000000000000000000000000
138,138,0,1,1,6a39ebbc6a39ebbd6a39ebbe6a39ebbf,0,1,0,1,0,0,00000000000000000000000000000000
139,139,0,1,1,6a39ebbd6a39ebbe6a39ebbf6a39ebc0,0,1,0,1,0,0,00000000000000000000000000000000
140,140,0,1,1,6a39ebbe6a39ebbf6a39ebc06a39ebc1,0,1,0,1,0,0,00000000000000000000000000000000
141,141,0,1,1,6a39ebbf6a39ebc06a39ebc16a39ebc2,0,1,0,1,0,0,00000000000000000000000000000000
142,142,0,1,1,6a39ebc06a39ebc16a39ebc26a39ebc3,0,1,0,1,0,0,00000000000000000000000000000000
143,143,0,1,1,6a39ebc16a39ebc26a39ebc36a39ebc4,0,1,0,1,0,0,00000000000000000000000000000000
144,144,0,1,1,6a39ebc26a39ebc36a39ebc46a39ebc5,0,1,0,1,0,0,00000000000000000000000000000000
145,145,0,1,1,6a39ebc36a39ebc46a39ebc56a39ebc6,0,1,0,1,0,0,00000000000000000000000000000000
146,146,0,1,1,6a39ebc46a39ebc56a39ebc66a39ebc7,0,1,0,1,0,0,00000000000000000000000000000000
147,147,0,1,1,6a39ebc56a39ebc66a39ebc76a39ebc8,0,1,0,1,0,0,00000000000000000000000000000000
148,148,0,0,1,6a39ebc66a39ebc76a39ebc86a39ebc9,0,1,0,1,0,0,00000000000000000000000000000000
149,149,0,0,1,6a39ebc76a39ebc86a39ebc96a39ebca,0,1,0,1,0,0,00000000000000000000000000000000
150,150,0,0,1,6a39ebc86a39ebc96a39ebca6a39ebcb,0,1,0,1,0,0,00000000000000000000000000000000
151,151,0,0,1,6a39ebc96a39ebca6a39ebcb6a39ebcc,0,1,0,1,0,0,00000000000000000000000000000000
152,152,0,0,1,6a39ebca6a39ebcb6a39ebcc6a39ebcd,0,1,0,1,0,0,00000000000000000000000000000000
153,153,0,0,1,6a39ebcb6a39ebcc6a39ebcd6a39ebce,0,1,0,1,0,0,00000000000000000000000000000000
154,154,0,0,1,6a39ebcc6a39ebcd6a39ebce6a39ebcf,0,1,0,1,0,0,00000000000000000000000000000000
155,155,0,0,1,6a39ebcd6a39ebce6a39ebcf6a39ebd0,0,1,0,1,0,0,00000000000000000000000000000000
156,156,0,0,1,6a39ebce6a39ebcf6a39ebd06a39ebd1,0,1,0,1,0,0,00000000000000000000000000000000
157,157,0,0,1,6a39ebcf6a39ebd06a39ebd16a39ebd2,0,1,0,1,0,0,00000000000000000000000000000000
158,158,0,0,1,6a39ebd06a39ebd16a39ebd26a39ebd3,0,1,0,1,0,0,00000000000000000000000000000000
159,159,0,0,1,6a39ebd16a39ebd26a39ebd36a39ebd4,0,1,0,1,0,0,00000000000000000000000000000000
160,160,0,0,1,6a39ebd26a39ebd36a39ebd46a39ebd5,0,1,0,1,0,0,00000000000000000000000000000000
161,161,0,0,1,6a39ebd36a39ebd46a39ebd56a39ebd6,0,1,0,1,0,0,00000000000000000000000000000000
162,162,0,0,1,6a39ebd46a39ebd56a39ebd66a39ebd7,0,1,0,1,0,0,00000000000000000000000000000000
163,163,0,0,1,6a39ebd56a39ebd66a39ebd76a39ebd8,0,1,0,1,0,0,00000000000000000000000000000000
164,164,0,1,1,6a39ebd66a39ebd76a39ebd86a39ebd9,0,1,0,1,0,0,00000000000000000000000000000000
165,165,0,1,1,6a39ebd76a39ebd86a39ebd96a39ebda,0,1,0,1,0,0,00000000000000000000000000000000
166,166,0,1,1,6a39ebd86a39ebd96a39ebda6a39ebdb,0,1,0,1,0,0,00000000000000000000000000000000
167,167,0,1,1,6a39ebd96a39ebda6a39ebdb6a39ebdc,0,1,0,1,0,0,00000000000000000000000000000000
168,168,0,1,1,6a39ebda6a39ebdb6a39ebdc6a39ebdd,0,1,0,1,0,0,00000000000000000000000000000000
169,169,0,1,1,6a39ebdb6a39ebdc6a39ebdd6a39ebde,0,1,0,1,0,0,00000000000000000000000000000000
170,170,0,1,1,6a39ebdc6a39ebdd6a39ebde6a39ebdf,0,1,0,1,0,0,00000000000000000000000000000000
171,171,0,1,1,6a39ebdd6a39ebde6a39ebdf6a39ebe0,0,1,0,1,0,0,00000000000000000000000000000000
172,172,0,1,1,6a39ebde6a39ebdf6a39ebe06a39ebe1,0,1,0,1,0,0,00000000000000000000000000000000
173,173,0,1,1,6a39ebdf6a39ebe06a39ebe16a39ebe2,0,1,0,1,0,0,00000000000000000000000000000000
174,174,0,1,1,6a39ebe06a39ebe16a39ebe26a39ebe3,0,1,0,1,0,0,00000000000000000000000000000000
175,175,0,1,1,6a39ebe16a39ebe26a39ebe36a39ebe4,0,1,0,1,0,0,00000000000000000000000000000000
176,176,0,1,1,6a39ebe26a39ebe36a39ebe46a39ebe5,0,1,0,1,0,0,00000000000000000000000000000000
177,177,0,1,1,6a39ebe36a39ebe46a39ebe56a39ebe6,0,1,0,1,0,0,00000000000000000000000000000000
178,178,0,1,1,6a39ebe46a39ebe56a39ebe66a39ebe7,0,1,0,1,0,0,00000000000000000000000000000000
179,179,0,1,1,6a39ebe56a39ebe66a39ebe76a39ebe8,0,1,0,1,0,0,00000000000000000000000000000000
180,180,0,0,1,6a39ebe66a39ebe76a39ebe86a39ebe9,0,1,0,1,0,0,00000000000000000000000000000000
181,181,0,0,1,6a39ebe76a39ebe86a39ebe96a39ebea,0,1,0,1,0,0,00000000000000000000000000000000
182,182,0,0,1,6a39ebe86a39ebe96a39ebea6a39ebeb,0,1,0,1,0,0,00000000000000000000000000000000
183,183,0,0,1,6a39ebe96a39ebea6a39ebeb6a39ebec,0,1,0,1,0,0,00000000000000000000000000000000
184,184,0,0,1,6a39ebea6a39ebeb6a39ebec6a39ebed,0,1,0,1,0,0,00000000000000000000000000000000
185,185,0,0,1,6a39ebeb6a39ebec6a39ebed6a39ebee,0,1,0,1,0,0,00000000000000000000000000000000
186,186,0,0,1,6a39ebec6a39ebed6a39ebee6a39ebef,0,1,0,1,0,0,00000000000000000000000000000000
187,187,0,0,1,6a39ebed6a39ebee6a39ebef6a39ebf0,0,1,0,1,0,0,00000000000000000000000000000000
188,188,0,0,1,6a39ebee6a39ebef6a39ebf06a39ebf1,0,1,0,1,0,0,00000000000000000000000000000000
189,189,0,0,1,6a39ebef6a39ebf06a39ebf16a39ebf2,0,1,0,1,0,0,00000000000000000000000000000000
190,190,0,0,1,6a39ebf06a39ebf16a39ebf26a39ebf3,0,1,0,1,0,0,00000000000000000000000000000000
191,191,0,0,1,6a39ebf16a39ebf26a39ebf36a39ebf4,0,1,0,1,0,0,00000000000000000000000000000000
192,192,0,0,1,6a39ebf26a39ebf36a39ebf46a39ebf5,0,1,0,1,0,0,00000000000000000000000000000000
193,193,0,0,1,6a39ebf36a39ebf46a39ebf56a39ebf6,0,1,0,1,0,0,00000000000000000000000000000000
194,194,0,0,1,6a39ebf46a39ebf56a39ebf66a39ebf7,0,1,0,1,0,0,00000000000000000000000000000000
195,195,0,0,1,6a39ebf56a39ebf66a39ebf76a39ebf8,0,1,0,1,0,0,00000000000000000000000000000000
196,196,0,1,1,6a39ebf66a39ebf76a39ebf86a39ebf9,0,1,0,1,0,0,00000000000000000000000000000000
197,197,0,1,1,6a39ebf76a39ebf86a39ebf96a39ebfa,0,1,0,1,0,0,00000000000000000000000000000000
198,198,0,1,1,6a39ebf86a39ebf96a39ebfa6a39ebfb,0,1,0,1,0,0,00000000000000000000000000000000
199,199,0,1,1,6a39ebf96a39ebfa6a39ebfb6a39ebfc,0,1,0,1,0,0,00000000000000000000000000000000
200,200,0,1,1,6a39ebfa6a39ebfb6a39ebfc6a39ebfd,0,1,0,1,0,0,00000000000000000000000000000000
201,201,0,1,1,6a39ebfb6a39ebfc6a39ebfd6a39ebfe,0,1,0,1,0,0,00000000000000000000000000000000
202,202,0,1,1,6a39ebfc6a39ebfd6a39ebfe6a39ebff,0,1,0,1,0,0,00000000000000000000000000000000
203,203,0,1,1,6a39ebfd6a39ebfe6a39ebff6a39ec00,0,1,0,1,0,0,00000000000000000000000000000000
204,204,0,1,1,6a39ebfe6a39ebff6a39ec006a39ec01,0,1,0,1,0,0,00000000000000000000000000000000
205,205,0,1,1,6a39ebff6a39ec006a39ec016a39ec02,0,1,0,1,0,0,00000000000000000000000000000000
206,206,0,1,1,6a39ec006a39ec016a39ec026a39ec03,0,1,0,1,0,0,00000000000000000000000000000000
207,207,0,1,1,6a39ec016a39ec026a39ec036a39ec04,0,1,0,1,0,0,00000000000000000000000000000000
208,208,0,1,1,6a39ec026a39ec036a39ec046a39ec05,0,1,0,1,0,0,00000000000000000000000000000000
209,209,0,1,1,6a39ec036a39ec046a39ec056a39ec06,0,1,0,1,0,0,00000000000000000000000000000000
210,210,0,1,1,6a39ec046a39ec056a39ec066a39ec07,0,1,0,1,0,0,00000000000000000000000000000000
211,211,0,1,1,6a39ec056a39ec066a39ec076a39ec08,0,1,0,1,0,0,00000000000000000000000000000000
212,212,0,0,1,6a39ec066a39ec076a39ec086a39ec09,0,1,0,1,0,0,00000000000000000000000000000000
213,213,0,0,1,6a39ec076a39ec086a39ec096a39ec0a,0,1,0,1,0,0,00000000000000000000000000000000
214,214,0,0,1,6a39ec086a39ec096a39ec0a6a39ec0b,0,1,0,1,0,0,00000000000000000000000000000000
215,215,0,0,1,6a39ec096a39ec0a6a39ec0b6a39ec0c,0,1,0,1,0,0,00000000000000000000000000000000
216,216,0,0,1,6a39ec0a6a39ec0b6a39ec0c6a39ec0d,0,1,0,1,0,0,00000000000000000000000000000000
217,217,0,0,1,6a39ec0b6a39ec0c6a39ec0d6a39ec0e,0,1,0,1,0,0,00000000000000000000000000000000
218,218,0,0,1,6a39ec0c6a39ec0d6a39ec0e6a39ec0f,0,1,0,1,0,0,00000000000000000000000000000000
219,219,0,0,1,6a39ec0d6a39ec0e6a39ec0f6a39ec10,0,1,0,1,0,0,00000000000000000000000000000000
220,220,0,0,1,6a39ec0e6a39ec0f6a39ec106a39ec11,0,1,0,1,0,0,00000000000000000000000000000000
221,221,0,0,1,6a39ec0f6a39ec106a39ec116a39ec12,0,1,0,1,0,0,00000000000000000000000000000000
222,222,0,0,1,6a39ec106a39ec116a39ec126a39ec13,0,1,0,1,0,0,00000000000000000000000000000000
223,223,0,0,1,6a39ec116a39ec126a39ec136a39ec14,0,1,0,1,0,0,00000000000000000000000000000000
224,224,0,0,1,6a39ec126a39ec136a39ec146a39ec15,0,1,0,1,0,0,00000000000000000000000000000000
225,225,0,0,1,6a39ec136a39ec146a39ec156a39ec16,0,1,0,1,0,0,00000000000000000000000000000000
226,226,0,0,1,6a39ec146a39ec156a39ec166a39ec17,0,1,0,1,0,0,00000000000000000000000000000000
227,227,0,0,1,6a39ec156a39ec166a39ec176a39ec18,0,1,0,1,0,0,00000000000000000000000000000000
228,228,0,1,1,6a39ec166a39ec176a39ec186a39ec19,0,1,0,1,0,0,00000000000000000000000000000000
229,229,0,1,1,6a39ec176a39ec186a39ec196a39ec1a,0,1,0,1,0,0,00000000000000000000000000000000
230,230,0,1,1,6a39ec186a39ec196a39ec1a6a39ec1b,0,1,0,1,0,0,00000000000000000000000000000000
231,231,0,1,1,6a39ec196a39ec1a6a39ec1b6a39ec1c,0,1,0,1,0,0,00000000000000000000000000000000
