Sample in Buffer,Sample in Window,TRIGGER,top_jesd204_inst/rx_data[255:0],top_jesd204_inst/rx_valid,top_jesd204_inst/sys_rst_n,top_jesd204_inst/rx_sync_0,top_jesd204_inst/sysref,top_jesd204_inst/rst_204
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
234,234,0,dbf3c773f9f829c1e20809f5dbf3c7734a74e48ac77339abc77339abad84c873,1,0,1,0,0
235,235,0,dcf3c873faf82ac1e3080af5dcf3c8734b74e58ac8733aabc8733aabae84c973,1,0,1,0,0
236,236,0,ddf3c973fbf82bc1e4080bf5ddf3c9734c74e68ac9733babc9733babaf84ca73,1,0,1,0,0
237,237,0,def3ca73fcf82cc1e5080cf5def3ca734d74e78aca733cabca733cabb084cb73,1,0,1,0,0
238,238,0,dff3cb73fdf82dc1e6080df5dff3cb734e74e88acb733dabcb733dabb184cc73,1,0,1,0,0
239,239,0,e0f3cc73fef82ec1e7080ef5e0f3cc734f74e98acc733eabcc733eabb284cd73,1,0,1,0,0
240,240,0,e1f3cd73fff82fc1e8080ff5e1f3cd735074ea8acd733fabcd733fabb384ce73,1,0,1,0,0
241,241,0,e2f3ce7300f930c1e90810f5e2f3ce735174eb8ace7340abce7340abb484cf73,1,0,1,0,0
242,242,0,e3f3cf7301f931c1ea0811f5e3f3cf735274ec8acf7341abcf7341abb584d073,1,0,1,0,0
243,243,0,e4f3d07302f932c1eb0812f5e4f3d0735374ed8ad07342abd07342abb684d173,1,0,1,0,0
244,244,0,e5f3d17303f933c1ec0813f5e5f3d1735474ee8ad17343abd17343abb784d273,1,0,1,0,0
245,245,0,e6f3d27304f934c1ed0814f5e6f3d2735574ef8ad27344abd27344abb884d373,1,0,1,0,0
246,246,0,e7f3d37305f935c1ee0815f5e7f3d3735674f08ad37345abd37345abb984d473,1,0,1,0,0
247,247,0,e8f3d47306f936c1ef0816f5e8f3d4735774f18ad47346abd47346abba84d573,1,0,1,1,0
248,248,0,e9f3d57307f937c1f00817f5e9f3d5735874f28ad57347abd57347abbb84d673,1,0,1,1,0
249,249,0,eaf3d67308f938c1f10818f5eaf3d6735974f38ad67348abd67348abbc84d773,1,0,1,1,0
250,250,0,ebf3d77309f939c1f20819f5ebf3d7735a74f48ad77349abd77349abbd84d873,1,0,1,1,0
251,251,0,ecf3d8730af93ac1f3081af5ecf3d8735b74f58ad8734aabd8734aabbe84d973,1,0,1,1,0
252,252,0,edf3d9730bf93bc1f4081bf5edf3d9735c74f68ad9734babd9734babbf84da73,1,0,1,1,0
253,253,0,eef3da730cf93cc1f5081cf5eef3da735d74f78ada734cabda734cabc084db73,1,0,1,1,0
254,254,0,eff3db730df93dc1f6081df5eff3db735e74f88adb734dabdb734dabc184dc73,1,0,1,1,0
255,255,0,f0f3dc730ef93ec1f7081ef5f0f3dc735f74f98adc734eabdc734eabc284dd73,1,0,1,1,0
256,256,0,f1f3dd730ff93fc1f8081ff5f1f3dd736074fa8add734fabdd734fabc384de73,1,0,1,1,0
257,257,0,f2f3de7310f940c1f90820f5f2f3de736174fb8ade7350abde7350abc484df73,1,0,1,1,0
258,258,0,f3f3df7311f941c1fa0821f5f3f3df736274fc8adf7351abdf7351abc584e073,1,0,1,1,0
259,259,0,f4f3e07312f942c1fb0822f5f4f3e0736374fd8ae07352abe07352abc684e173,1,0,1,1,0
260,260,0,f5f3e17313f943c1fc0823f5f5f3e1736474fe8ae17353abe17353abc784e273,1,0,1,1,0
261,261,0,f6f3e27314f944c1fd0824f5f6f3e2736574ff8ae27354abe27354abc884e373,1,0,1,1,0
262,262,0,f7f3e37315f945c1fe0825f5f7f3e3736674008be37355abe37355abc984e473,1,0,1,1,0
263,263,0,f8f3e47316f946c1ff0826f5f8f3e4736774018be47356abe47356abca84e573,1,0,1,1,0
264,264,0,f9f3e57317f947c1000927f5f9f3e5736874028be57357abe57357abcb84e673,1,0,1,1,0
265,265,0,faf3e67318f948c1010928f5faf3e6736974038be67358abe67358abcc84e773,1,0,1,1,0
266,266,0,fbf3e77319f949c1020929f5fbf3e7736a74048be77359abe77359abcd84e873,1,0,1,1,0
267,267,0,fcf3e8731af94ac103092af5fcf3e8736b74058be8735aabe8735aabce84e973,1,0,1,1,0
268,268,0,fdf3e9731bf94bc104092bf5fdf3e9736c74068be9735babe9735babcf84ea73,1,0,1,1,0
269,269,0,fef3ea731cf94cc105092cf5fef3ea736d74078bea735cabea735cabd084eb73,1,0,1,1,0
270,270,0,fff3eb731df94dc106092df5fff3eb736e74088beb735dabeb735dabd184ec73,1,0,1,1,0
271,271,0,00f4ec731ef94ec107092ef500f4ec736f74098bec735eabec735eabd284ed73,1,0,1,0,0
272,272,0,01f4ed731ff94fc108092ff501f4ed7370740a8bed735fabed735fabd384ee73,1,0,1,0,0
273,273,0,02f4ee7320f950c1090930f502f4ee7371740b8bee7360abee7360abd484ef73,1,0,1,0,0
274,274,0,03f4ef7321f951c10a0931f503f4ef7372740c8bef7361abef7361abd584f073,1,0,1,0,0
275,275,0,04f4f07322f952c10b0932f504f4f07373740d8bf07362abf07362abd684f173,1,0,1,0,0
276,276,0,05f4f17323f953c10c0933f505f4f17374740e8bf17363abf17363abd784f273,1,0,1,0,0
277,277,0,06f4f27324f954c10d0934f506f4f27375740f8bf27364abf27364abd884f373,1,0,1,0,0
278,278,0,07f4f37325f955c10e0935f507f4f3737674108bf37365abf37365abd984f473,1,0,1,0,0
279,279,0,08f4f47326f956c10f0936f508f4f4737774118bf47366abf47366abda84f573,1,0,1,0,0
280,280,0,09f4f57327f957c1100937f509f4f5737874128bf57367abf57367abdb84f673,1,0,1,0,0
281,281,0,0af4f67328f958c1110938f50af4f6737974138bf67368abf67368abdc84f773,1,0,1,0,0
282,282,0,0bf4f77329f959c1120939f50bf4f7737a74148bf77369abf77369abdd84f873,1,0,1,0,0
283,283,0,0cf4f8732af95ac113093af50cf4f8737b74158bf8736aabf8736aabde84f973,1,0,1,0,0
284,284,0,0df4f9732bf95bc114093bf50df4f9737c74168bf9736babf9736babdf84fa73,1,0,1,0,0
285,285,0,0ef4fa732cf95cc115093cf50ef4fa737d74178bfa736cabfa736cabe084fb73,1,0,1,0,0
286,286,0,0ff4fb732df95dc116093df50ff4fb737e74188bfb736dabfb736dabe184fc73,1,0,1,0,0
287,287,0,10f4fc732ef95ec117093ef510f4fc737f74198bfc736eabfc736eabe284fd73,1,0,1,0,0
288,288,0,11f4fd732ff95fc118093ff511f4fd7380741a8bfd736fabfd736fabe384fe73,1,0,1,0,0
289,289,0,12f4fe7330f960c1190940f512f4fe7381741b8bfe7370abfe7370abe484ff73,1,0,1,0,0
290,290,0,13f4ff7331f961c11a0941f513f4ff7382741c8bff7371abff7371abe5840074,1,0,1,0,0
291,291,0,14f4007432f962c11b0942f514f4007483741d8b007472ab007472abe6840174,1,0,1,0,0
292,292,0,15f4017433f963c11c0943f515f4017484741e8b017473ab017473abe7840274,1,0,1,0,0
293,293,0,16f4027434f964c11d0944f516f4027485741f8b027474ab027474abe8840374,1,0,1,0,0
294,294,0,17f4037435f965c11e0945f517f403748674208b037475ab037475abe9840474,1,0,1,0,0
295,295,0,18f4047436f966c11f0946f518f404748774218b047476ab047476abea840574,1,0,1,1,0
296,296,0,19f4057437f967c1200947f519f405748874228b057477ab057477abeb840674,1,0,1,1,0
297,297,0,1af4067438f968c1210948f51af406748974238b067478ab067478abec840774,1,0,1,1,0
298,298,0,1bf4077439f969c1220949f51bf407748a74248b077479ab077479abed840874,1,0,1,1,0
299,299,0,1cf408743af96ac123094af51cf408748b74258b08747aab08747aabee840974,1,0,1,1,0
300,300,0,1df409743bf96bc124094bf51df409748c74268b09747bab09747babef840a74,1,0,1,1,0
301,301,0,1ef40a743cf96cc125094cf51ef40a748d74278b0a747cab0a747cabf0840b74,1,0,1,1,0
302,302,0,1ff40b743df96dc126094df51ff40b748e74288b0b747dab0b747dabf1840c74,1,0,1,1,0
303,303,0,20f40c743ef96ec127094ef520f40c748f74298b0c747eab0c747eabf2840d74,1,0,1,1,0
304,304,0,21f40d743ff96fc128094ff521f40d7490742a8b0d747fab0d747fabf3840e74,1,0,1,1,0
305,305,0,22f40e7440f970c1290950f522f40e7491742b8b0e7480ab0e7480abf4840f74,1,0,1,1,0
306,306,0,23f40f7441f971c12a0951f523f40f7492742c8b0f7481ab0f7481abf5841074,1,0,1,1,0
307,307,0,24f4107442f972c12b0952f524f4107493742d8b107482ab107482abf6841174,1,0,1,1,0
308,308,0,25f4117443f973c12c0953f525f4117494742e8b117483ab117483abf7841274,1,0,1,1,0
309,309,0,26f4127444f974c12d0954f526f4127495742f8b127484ab127484abf8841374,1,0,1,1,0
310,310,0,27f4137445f975c12e0955f527f413749674308b137485ab137485abf9841474,1,0,1,1,0
311,311,0,28f4147446f976c12f0956f528f414749774318b147486ab147486abfa841574,1,0,1,1,0
312,312,0,29f4157447f977c1300957f529f415749874328b157487ab157487abfb841674,1,0,1,1,0
313,313,0,2af4167448f978c1310958f52af416749974338b167488ab167488abfc841774,1,0,1,1,0
314,314,0,2bf4177449f979c1320959f52bf417749a74348b177489ab177489abfd841874,1,0,1,1,0
315,315,0,2cf418744af97ac133095af52cf418749b74358b18748aab18748aabfe841974,1,0,1,1,0
316,316,0,2df419744bf97bc134095bf52df419749c74368b19748bab19748babff841a74,1,0,1,1,0
317,317,0,2ef41a744cf97cc135095cf52ef41a749d74378b1a748cab1a748cab00851b74,1,0,1,1,0
318,318,0,2ff41b744df97dc136095df52ff41b749e74388b1b748dab1b748dab01851c74,1,0,1,1,0
319,319,0,30f41c744ef97ec137095ef530f41c749f74398b1c748eab1c748eab02851d74,1,0,1,0,0
320,320,0,31f41d744ff97fc138095ff531f41d74a0743a8b1d748fab1d748fab03851e74,1,0,1,0,0
321,321,0,32f41e7450f980c1390960f532f41e74a1743b8b1e7490ab1e7490ab04851f74,1,0,1,0,0
322,322,0,33f41f7451f981c13a0961f533f41f74a2743c8b1f7491ab1f7491ab05852074,1,0,1,0,0
323,323,0,34f4207452f982c13b0962f534f42074a3743d8b207492ab207492ab06852174,1,0,1,0,0
324,324,0,35f4217453f983c13c0963f535f42174a4743e8b217493ab217493ab07852274,1,0,1,0,0
325,325,0,36f4227454f984c13d0964f536f42274a5743f8b227494ab227494ab08852374,1,0,1,0,0
326,326,0,37f4237455f985c13e0965f537f42374a674408b237495ab237495ab09852474,1,0,1,0,0
327,327,0,38f4247456f986c13f0966f538f42474a774418b247496ab247496ab0a852574,1,0,1,0,0
328,328,0,39f4257457f987c1400967f539f42574a874428b257497ab257497ab0b852674,1,0,1,0,0
329,329,0,3af4267458f988c1410968f53af42674a974438b267498ab267498ab0c852774,1,0,1,0,0
330,330,0,3bf4277459f989c1420969f53bf42774aa74448b277499ab277499ab0d852874,1,0,1,0,0
331,331,0,3cf428745af98ac143096af53cf42874ab74458b28749aab28749aab0e852974,1,0,1,0,0
332,332,0,3df429745bf98bc144096bf53df42974ac74468b29749bab29749bab0f852a74,1,0,1,0,0
333,333,0,3ef42a745cf98cc145096cf53ef42a74ad74478b2a749cab2a749cab10852b74,1,0,1,0,0
334,334,0,3ff42b745df98dc146096df53ff42b74ae74488b2b749dab2b749dab11852c74,1,0,1,0,0
335,335,0,40f42c745ef98ec147096ef540f42c74af74498b2c749eab2c749eab12852d74,1,0,1,0,0
336,336,0,41f42d745ff98fc148096ff541f42d74b0744a8b2d749fab2d749fab13852e74,1,0,1,0,0
337,337,0,42f42e7460f990c1490970f542f42e74b1744b8b2e74a0ab2e74a0ab14852f74,1,0,1,0,0
338,338,0,43f42f7461f991c14a0971f543f42f74b2744c8b2f74a1ab2f74a1ab15853074,1,0,1,0,0
339,339,0,44f4307462f992c14b0972f544f43074b3744d8b3074a2ab3074a2ab16853174,1,0,1,0,0
340,340,0,45f4317463f993c14c0973f545f43174b4744e8b3174a3ab3174a3ab17853274,1,0,1,0,0
341,341,0,46f4327464f994c14d0974f546f43274b5744f8b3274a4ab3274a4ab18853374,1,0,1,0,0
342,342,0,47f4337465f995c14e0975f547f43374b674508b3374a5ab3374a5ab19853474,1,0,1,0,0
343,343,0,48f4347466f996c14f0976f548f43474b774518b3474a6ab3474a6ab1a853574,1,0,1,1,0
344,344,0,49f4357467f997c1500977f549f43574b874528b3574a7ab3574a7ab1b853674,1,0,1,1,0
345,345,0,4af4367468f998c1510978f54af43674b974538b3674a8ab3674a8ab1c853774,1,0,1,1,0
346,346,0,4bf4377469f999c1520979f54bf43774ba74548b3774a9ab3774a9ab1d853874,1,0,1,1,0
347,347,0,4cf438746af99ac153097af54cf43874bb74558b3874aaab3874aaab1e853974,1,0,1,1,0
348,348,0,4df439746bf99bc154097bf54df43974bc74568b3974abab3974abab1f853a74,1,0,1,1,0
349,349,0,4ef43a746cf99cc155097cf54ef43a74bd74578b3a74acab3a74acab20853b74,1,0,1,1,0
350,350,0,4ff43b746df99dc156097df54ff43b74be74588b3b74adab3b74adab21853c74,1,0,1,1,0
351,351,0,50f43c746ef99ec157097ef550f43c74bf74598b3c74aeab3c74aeab22853d74,1,0,1,1,0
352,352,0,51f43d746ff99fc158097ff551f43d74c0745a8b3d74afab3d74afab23853e74,1,0,1,1,0
353,353,0,52f43e7470f9a0c1590980f552f43e74c1745b8b3e74b0ab3e74b0ab24853f74,1,0,1,1,0
354,354,0,53f43f7471f9a1c15a0981f553f43f74c2745c8b3f74b1ab3f74b1ab25854074,1,0,1,1,0
355,355,0,54f4407472f9a2c15b0982f554f44074c3745d8b4074b2ab4074b2ab26854174,1,0,1,1,0
356,356,0,55f4417473f9a3c15c0983f555f44174c4745e8b4174b3ab4174b3ab27854274,1,0,1,1,0
357,357,0,56f4427474f9a4c15d0984f556f44274c5745f8b4274b4ab4274b4ab28854374,1,0,1,1,0
358,358,0,57f4437475f9a5c15e0985f557f44374c674608b4374b5ab4374b5ab29854474,1,0,1,1,0
359,359,0,58f4447476f9a6c15f0986f558f44474c774618b4474b6ab4474b6ab2a854574,1,0,1,1,0
360,360,0,59f4457477f9a7c1600987f559f44574c874628b4574b7ab4574b7ab2b854674,1,0,1,1,0
361,361,0,5af4467478f9a8c1610988f55af44674c974638b4674b8ab4674b8ab2c854774,1,0,1,1,0
362,362,0,5bf4477479f9a9c1620989f55bf44774ca74648b4774b9ab4774b9ab2d854874,1,0,1,1,0
363,363,0,5cf448747af9aac163098af55cf44874cb74658b4874baab4874baab2e854974,1,0,1,1,0
364,364,0,5df449747bf9abc164098bf55df44974cc74668b4974bbab4974bbab2f854a74,1,0,1,1,0
365,365,0,5ef44a747cf9acc165098cf55ef44a74cd74678b4a74bcab4a74bcab30854b74,1,0,1,1,0
366,366,0,5ff44b747df9adc166098df55ff44b74ce74688b4b74bdab4b74bdab31854c74,1,0,1,1,0
367,367,0,60f44c747ef9aec167098ef560f44c74cf74698b4c74beab4c74beab32854d74,1,0,1,0,0
368,368,0,61f44d747ff9afc168098ff561f44d74d0746a8b4d74bfab4d74bfab33854e74,1,0,1,0,0
369,369,0,62f44e7480f9b0c1690990f562f44e74d1746b8b4e74c0ab4e74c0ab34854f74,1,0,1,0,0
370,370,0,63f44f7481f9b1c16a0991f563f44f74d2746c8b4f74c1ab4f74c1ab35855074,1,0,1,0,0
371,371,0,64f4507482f9b2c16b0992f564f45074d3746d8b5074c2ab5074c2ab36855174,1,0,1,0,0
372,372,0,65f4517483f9b3c16c0993f565f45174d4746e8b5174c3ab5174c3ab37855274,1,0,1,0,0
373,373,0,66f4527484f9b4c16d0994f566f45274d5746f8b5274c4ab5274c4ab38855374,1,0,1,0,0
374,374,0,67f4537485f9b5c16e0995f567f45374d674708b5374c5ab5374c5ab39855474,1,0,1,0,0
375,375,0,68f4547486f9b6c16f0996f568f45474d774718b5474c6ab5474c6ab3a855574,1,0,1,0,0
376,376,0,69f4557487f9b7c1700997f569f45574d874728b5574c7ab5574c7ab3b855674,1,0,1,0,0
377,377,0,6af4567488f9b8c1710998f56af45674d974738b5674c8ab5674c8ab3c855774,1,0,1,0,0
378,378,0,6bf4577489f9b9c1720999f56bf45774da74748b5774c9ab5774c9ab3d855874,1,0,1,0,0
379,379,0,6cf458748af9bac173099af56cf45874db74758b5874caab5874caab3e855974,1,0,1,0,0
380,380,0,6df459748bf9bbc174099bf56df45974dc74768b5974cbab5974cbab3f855a74,1,0,1,0,0
381,381,0,6ef45a748cf9bcc175099cf56ef45a74dd74778b5a74ccab5a74ccab40855b74,1,0,1,0,0
382,382,0,6ff45b748df9bdc176099df56ff45b74de74788b5b74cdab5b74cdab41855c74,1,0,1,0,0
383,383,0,70f45c748ef9bec177099ef570f45c74df74798b5c74ceab5c74ceab42855d74,1,0,1,0,0
384,384,0,71f45d748ff9bfc178099ff571f45d74e0747a8b5d74cfab5d74cfab43855e74,1,0,1,0,0
385,385,0,72f45e7490f9c0c17909a0f572f45e74e1747b8b5e74d0ab5e74d0ab44855f74,1,0,1,0,0
386,386,0,73f45f7491f9c1c17a09a1f573f45f74e2747c8b5f74d1ab5f74d1ab45856074,1,0,1,0,0
387,387,0,74f4607492f9c2c17b09a2f574f46074e3747d8b6074d2ab6074d2ab46856174,1,0,1,0,0
388,388,0,75f4617493f9c3c17c09a3f575f46174e4747e8b6174d3ab6174d3ab47856274,1,0,1,0,0
389,389,0,76f4627494f9c4c17d09a4f576f46274e5747f8b6274d4ab6274d4ab48856374,1,0,1,0,0
390,390,0,77f4637495f9c5c17e09a5f577f46374e674808b6374d5ab6374d5ab49856474,1,0,1,0,0
391,391,0,78f4647496f9c6c17f09a6f578f46474e774818b6474d6ab6474d6ab4a856574,1,0,1,1,0
392,392,0,79f4657497f9c7c18009a7f579f46574e874828b6574d7ab6574d7ab4b856674,1,0,1,1,0
393,393,0,7af4667498f9c8c18109a8f57af46674e974838b6674d8ab6674d8ab4c856774,1,0,1,1,0
394,394,0,7bf4677499f9c9c18209a9f57bf46774ea74848b6774d9ab6774d9ab4d856874,1,0,1,1,0
395,395,0,7cf468749af9cac18309aaf57cf46874eb74858b6874daab6874daab4e856974,1,0,1,1,0
396,396,0,7df469749bf9cbc18409abf57df46974ec74868b6974dbab6974dbab4f856a74,1,0,1,1,0
397,397,0,7ef46a749cf9ccc18509acf57ef46a74ed74878b6a74dcab6a74dcab50856b74,1,0,1,1,0
398,398,0,7ff46b749df9cdc18609adf57ff46b74ee74888b6b74ddab6b74ddab51856c74,1,0,1,1,0
399,399,0,80f46c749ef9cec18709aef580f46c74ef74898b6c74deab6c74deab52856d74,1,0,1,1,0
400,400,0,81f46d749ff9cfc18809aff581f46d74f0748a8b6d74dfab6d74dfab53856e74,1,0,1,1,0
401,401,0,82f46e74a0f9d0c18909b0f582f46e74f1748b8b6e74e0ab6e74e0ab54856f74,1,0,1,1,0
402,402,0,83f46f74a1f9d1c18a09b1f583f46f74f2748c8b6f74e1ab6f74e1ab55857074,1,0,1,1,0
403,403,0,84f47074a2f9d2c18b09b2f584f47074f3748d8b7074e2ab7074e2ab56857174,1,0,1,1,0
404,404,0,85f47174a3f9d3c18c09b3f585f47174f4748e8b7174e3ab7174e3ab57857274,1,0,1,1,0
405,405,0,86f47274a4f9d4c18d09b4f586f47274f5748f8b7274e4ab7274e4ab58857374,1,0,1,1,0
406,406,0,87f47374a5f9d5c18e09b5f587f47374f674908b7374e5ab7374e5ab59857474,1,0,1,1,0
407,407,0,88f47474a6f9d6c18f09b6f588f47474f774918b7474e6ab7474e6ab5a857574,1,0,1,1,0
408,408,0,89f47574a7f9d7c19009b7f589f47574f874928b7574e7ab7574e7ab5b857674,1,0,1,1,0
409,409,0,8af47674a8f9d8c19109b8f58af47674f974938b7674e8ab7674e8ab5c857774,1,0,1,1,0
410,410,0,8bf47774a9f9d9c19209b9f58bf47774fa74948b7774e9ab7774e9ab5d857874,1,0,1,1,0
411,411,0,8cf47874aaf9dac19309baf58cf47874fb74958b7874eaab7874eaab5e857974,1,0,1,1,0
412,412,0,8df47974abf9dbc19409bbf58df47974fc74968b7974ebab7974ebab5f857a74,1,0,1,1,0
413,413,0,8ef47a74acf9dcc19509bcf58ef47a74fd74978b7a74ecab7a74ecab60857b74,1,0,1,1,0
414,414,0,8ff47b74adf9ddc19609bdf58ff47b74fe74988b7b74edab7b74edab61857c74,1,0,1,1,0
415,415,0,90f47c74aef9dec19709bef590f47c74ff74998b7c74eeab7c74eeab62857d74,1,0,1,0,0
416,416,0,91f47d74aff9dfc19809bff591f47d7400759a8b7d74efab7d74efab63857e74,1,0,1,0,0
417,417,0,92f47e74b0f9e0c19909c0f592f47e7401759b8b7e74f0ab7e74f0ab64857f74,1,0,1,0,0
418,418,0,93f47f74b1f9e1c19a09c1f593f47f7402759c8b7f74f1ab7f74f1ab65858074,1,0,1,0,0
419,419,0,94f48074b2f9e2c19b09c2f594f4807403759d8b8074f2ab8074f2ab66858174,1,0,1,0,0
420,420,0,95f48174b3f9e3c19c09c3f595f4817404759e8b8174f3ab8174f3ab67858274,1,0,1,0,0
421,421,0,96f48274b4f9e4c19d09c4f596f4827405759f8b8274f4ab8274f4ab68858374,1,0,1,0,0
422,422,0,97f48374b5f9e5c19e09c5f597f483740675a08b8374f5ab8374f5ab69858474,1,0,1,0,0
423,423,0,98f48474b6f9e6c19f09c6f598f484740775a18b8474f6ab8474f6ab6a858574,1,0,1,0,0
424,424,0,99f48574b7f9e7c1a009c7f599f485740875a28b8574f7ab8574f7ab6b858674,1,0,1,0,0
425,425,0,9af48674b8f9e8c1a109c8f59af486740975a38b8674f8ab8674f8ab6c858774,1,0,1,0,0
426,426,0,9bf48774b9f9e9c1a209c9f59bf487740a75a48b8774f9ab8774f9ab6d858874,1,0,1,0,0
427,427,0,9cf48874baf9eac1a309caf59cf488740b75a58b8874faab8874faab6e858974,1,0,1,0,0
428,428,0,9df48974bbf9ebc1a409cbf59df489740c75a68b8974fbab8974fbab6f858a74,1,0,1,0,0
429,429,0,9ef48a74bcf9ecc1a509ccf59ef48a740d75a78b8a74fcab8a74fcab70858b74,1,0,1,0,0
430,430,0,9ff48b74bdf9edc1a609cdf59ff48b740e75a88b8b74fdab8b74fdab71858c74,1,0,1,0,0
431,431,0,a0f48c74bef9eec1a709cef5a0f48c740f75a98b8c74feab8c74feab72858d74,1,0,1,0,0
432,432,0,a1f48d74bff9efc1a809cff5a1f48d741075aa8b8d74ffab8d74ffab73858e74,1,0,1,0,0
433,433,0,a2f48e74c0f9f0c1a909d0f5a2f48e741175ab8b8e7400ac8e7400ac74858f74,1,0,1,0,0
434,434,0,a3f48f74c1f9f1c1aa09d1f5a3f48f741275ac8b8f7401ac8f7401ac75859074,1,0,1,0,0
435,435,0,a4f49074c2f9f2c1ab09d2f5a4f490741375ad8b907402ac907402ac76859174,1,0,1,0,0
436,436,0,a5f49174c3f9f3c1ac09d3f5a5f491741475ae8b917403ac917403ac77859274,1,0,1,0,0
437,437,0,a6f49274c4f9f4c1ad09d4f5a6f492741575af8b927404ac927404ac78859374,1,0,1,0,0
438,438,0,a7f49374c5f9f5c1ae09d5f5a7f493741675b08b937405ac937405ac79859474,1,0,1,0,0
439,439,0,a8f49474c6f9f6c1af09d6f5a8f494741775b18b947406ac947406ac7a859574,1,0,1,1,0
440,440,0,a9f49574c7f9f7c1b009d7f5a9f495741875b28b957407ac957407ac7b859674,1,0,1,1,0
441,441,0,aaf49674c8f9f8c1b109d8f5aaf496741975b38b967408ac967408ac7c859774,1,0,1,1,0
442,442,0,abf49774c9f9f9c1b209d9f5abf497741a75b48b977409ac977409ac7d859874,1,0,1,1,0
443,443,0,acf49874caf9fac1b309daf5acf498741b75b58b98740aac98740aac7e859974,1,0,1,1,0
444,444,0,adf49974cbf9fbc1b409dbf5adf499741c75b68b99740bac99740bac7f859a74,1,0,1,1,0
445,445,0,aef49a74ccf9fcc1b509dcf5aef49a741d75b78b9a740cac9a740cac80859b74,1,0,1,1,0
446,446,0,aff49b74cdf9fdc1b609ddf5aff49b741e75b88b9b740dac9b740dac81859c74,1,0,1,1,0
447,447,0,b0f49c74cef9fec1b709def5b0f49c741f75b98b9c740eac9c740eac82859d74,1,0,1,1,0
448,448,0,b1f49d74cff9ffc1b809dff5b1f49d742075ba8b9d740fac9d740fac83859e74,1,0,1,1,0
449,449,0,b2f49e74d0f900c2b909e0f5b2f49e742175bb8b9e7410ac9e7410ac84859f74,1,0,1,1,0
450,450,0,b3f49f74d1f901c2ba09e1f5b3f49f742275bc8b9f7411ac9f7411ac8585a074,1,0,1,1,0
451,451,0,b4f4a074d2f902c2bb09e2f5b4f4a0742375bd8ba07412aca07412ac8685a174,1,0,1,1,0
452,452,0,b5f4a174d3f903c2bc09e3f5b5f4a1742475be8ba17413aca17413ac8785a274,1,0,1,1,0
453,453,0,b6f4a274d4f904c2bd09e4f5b6f4a2742575bf8ba27414aca27414ac8885a374,1,0,1,1,0
454,454,0,b7f4a374d5f905c2be09e5f5b7f4a3742675c08ba37415aca37415ac8985a474,1,0,1,1,0
455,455,0,b8f4a474d6f906c2bf09e6f5b8f4a4742775c18ba47416aca47416ac8a85a574,1,0,1,1,0
456,456,0,b9f4a574d7f907c2c009e7f5b9f4a5742875c28ba57417aca57417ac8b85a674,1,0,1,1,0
457,457,0,baf4a674d8f908c2c109e8f5baf4a6742975c38ba67418aca67418ac8c85a774,1,0,1,1,0
458,458,0,bbf4a774d9f909c2c209e9f5bbf4a7742a75c48ba77419aca77419ac8d85a874,1,0,1,1,0
459,459,0,bcf4a874daf90ac2c309eaf5bcf4a8742b75c58ba8741aaca8741aac8e85a974,1,0,1,1,0
460,460,0,bdf4a974dbf90bc2c409ebf5bdf4a9742c75c68ba9741baca9741bac8f85aa74,1,0,1,1,0
461,461,0,bef4aa74dcf90cc2c509ecf5bef4aa742d75c78baa741cacaa741cac9085ab74,1,0,1,1,0
462,462,0,bff4ab74ddf90dc2c609edf5bff4ab742e75c88bab741dacab741dac9185ac74,1,0,1,1,0
463,463,0,c0f4ac74def90ec2c709eef5c0f4ac742f75c98bac741eacac741eac9285ad74,1,0,1,0,0
464,464,0,c1f4ad74dff90fc2c809eff5c1f4ad743075ca8bad741facad741fac9385ae74,1,0,1,0,0
465,465,0,c2f4ae74e0f910c2c909f0f5c2f4ae743175cb8bae7420acae7420ac9485af74,1,0,1,0,0
466,466,0,c3f4af74e1f911c2ca09f1f5c3f4af743275cc8baf7421acaf7421ac9585b074,1,0,1,0,0
467,467,0,c4f4b074e2f912c2cb09f2f5c4f4b0743375cd8bb07422acb07422ac9685b174,1,0,1,0,0
468,468,0,c5f4b174e3f913c2cc09f3f5c5f4b1743475ce8bb17423acb17423ac9785b274,1,0,1,0,0
469,469,0,c6f4b274e4f914c2cd09f4f5c6f4b2743575cf8bb27424acb27424ac9885b374,1,0,1,0,0
470,470,0,c7f4b374e5f915c2ce09f5f5c7f4b3743675d08bb37425acb37425ac9985b474,1,0,1,0,0
471,471,0,c8f4b474e6f916c2cf09f6f5c8f4b4743775d18bb47426acb47426ac9a85b574,1,0,1,0,0
472,472,0,c9f4b574e7f917c2d009f7f5c9f4b5743875d28bb57427acb57427ac9b85b674,1,0,1,0,0
473,473,0,caf4b674e8f918c2d109f8f5caf4b6743975d38bb67428acb67428ac9c85b774,1,0,1,0,0
474,474,0,cbf4b774e9f919c2d209f9f5cbf4b7743a75d48bb77429acb77429ac9d85b874,1,0,1,0,0
475,475,0,ccf4b874eaf91ac2d309faf5ccf4b8743b75d58bb8742aacb8742aac9e85b974,1,0,1,0,0
476,476,0,cdf4b974ebf91bc2d409fbf5cdf4b9743c75d68bb9742bacb9742bac9f85ba74,1,0,1,0,0
477,477,0,cef4ba74ecf91cc2d509fcf5cef4ba743d75d78bba742cacba742caca085bb74,1,0,1,0,0
